Redump_Name,Game_Title,Product_Number (GameID),Version,Build_Date,Playable_Regions,Company_Short,Hardware_ID,Maker_ID,Device_Info,Area_Symbols,Peripherals,Boot_Filename
Cannon Spike (Europe),CANNON SPIKE,T46601D 05,V1.000,20010808,Europe,SEGA LC-T-466,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799800,1ST_READ.BIN
Cannon Spike (USA),CANNON SPIKE,T1215N,V1.001,20000710,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
Canvas - Sepia-iro no Motif (Japan),CANVAS,T20108M,V1.002,20010304,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
Capcom Taisen Fan Disc (Japan),CAPCOM TAISEN FANDISC,6108086,V1.001,20010806,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,07BB810,1ST_READ.BIN
Capcom vs. SNK - Millennium Fight 2000 (Japan),CAPCOM VS SNK,T1217M,V1.001,20000802,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Capcom vs. SNK - Millennium Fight 2000 (Japan) (Rev A),CAPCOM VS SNK,T1217M,V2.000,20000824,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Capcom vs. SNK - Millennium Fight 2000 (Japan) (Tentou Taikenban),CAPCOM VS SNK  DEMO VERSION,6107917,V1.002,20000727,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,07BB010,1ST_READ.BIN
Capcom vs. SNK - Millennium Fight 2000 Pro (Japan),CAPCOM VS SNK PRO,T1247M,V1.001,20010408,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Capcom vs. SNK (Europe),CAPCOM VS SNK,T7017D  50,V1.000,20001009,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,07BBA10,1ST_READ.BIN
Capcom vs. SNK (USA),CAPCOM VS SNK,T1218N,V1.001,20001014,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
Capcom vs. SNK 2 - Millionaire Fighting 2001 (Japan),CAPCOM VS SNK2,T1249M,V1.001,20010731,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
"Captain Tomaday (USA, Japan) (Unl)",Captain Tomaday,MK6920,V1.000,20190511,"Japan/Asia, USA/Canada, Europe",JOSHPROD,SEGA SEGAKATANA,SEGA ENTERPRISES,CD-ROM1/1,JUE,1810,1ST_READ.BIN
Card of Destiny - Hikari to Yami no Tougousha (Japan),CARDOFDESTINY,T44406M,V1.004,20020213,Japan/Asia,SEGA LC-T-444,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,199810,1ST_READ.BIN
Cardcaptor Sakura - Tomoyo no Video Daisakusen (Japan),CARDCAPTOR SAKURA TOMOYO NO VIDEO DAISAKUSEN,HDR-0115,V1.001,20001122,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
"Carrier (Europe) (En,Fr,De,Es)",CARRIER,T44901D 50,V1.001,20001120,Europe,SEGA LC-T-449,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Carrier (Japan),CARRIER,T5701M,V1.003,20000112,Japan/Asia,SEGA LC-T-57,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Carrier (USA),CARRIER,T5701N,V1.001,20000204,USA/Canada,SEGA LC-T-57,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Castle Fantasia - Seima Taisen (Japan),SEIMATAISEN,T46901M,V1.001,20020406,Japan/Asia,SEGA LC-T-469,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,19810,1ST_READ.BIN
Centipede (USA),CENTIPEDE,T40602N,V1.004,19991027,USA/Canada,SEGA LC-T-406,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,799810,1ST_READ.BIN
Championship Surfer (Europe) (Beta) (2000-10-24),CHAMPIONSHIP SURFER,T41402D,V1.000,20001024,Europe,SEGA LC-T-414,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0019A11,0WINCEOS.BIN
"Championship Surfer (Europe) (En,Fr,De,Es,It)",CHAMPIONSHIP SURFER,T41402D 50,V1.002,20010306,Europe,SEGA LC-T-414,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0019A11,0WINCEOS.BIN
Championship Surfer (USA),CHAMPIONSHIP SURFER,T41403N,V1.002,20001023,USA/Canada,SEGA LC-T-414,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0019A11,0WINCEOS.BIN
Chaos Field (Japan),CHAOS FIELD,T47801M,V1.003,20041111,Japan/Asia,SEGA LC-T-478,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0009A10,1ST_READ.BIN
Charge 'N Blast (Europe),CHARGEN BLAST,T44902D 50,V1.000,20001130,Europe,SEGA LC-T-449,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.PAL
Charge 'N Blast (Japan),CHARGEN BLAST,T4402M,V1.002,20001025,Japan/Asia,SEGA LC-T-44,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Charge 'N Blast (USA),CHARGEN BLAST,T15127N,V1.000,20001203,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.US
Cheats 'N Codes Volume 1 (USA) (Unl),DATEL,HDR-0030,V1.060,19990722,"Japan/Asia, USA/Canada, Europe",SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F20E DATEL HDR,JUE,2799810,WWWXXXXX.TXT
Cherry Blossom (Japan),CHERRY BLOSSOM,T37912M,V1.002,20040317,Japan/Asia,SEGA LC-T-379,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799811,0WINCEOS.BIN
"Chicken Run (Europe) (Fr,De,Es,It)",CHICKEN RUN,T36814D 87,V1.000,20001030,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799810,1ST_READ.BIN
Chicken Run (Japan) (Beta) (2000-08-01),CHICKEN RUN INTERNAL DEMO - DO NOT DISTRIBUTE,T0000M,V0.800,20000801,"Japan/Asia, USA/Canada, Europe",SEGA LC-T-00,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,JUE,799810,1ST_READ.BIN
Chicken Run (UK),CHICKEN RUN,T36814D 05,V1.000,20001023,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799810,1ST_READ.BIN
Chicken Run (USA),CHICKEN RUN,T36811N,V1.000,20001023,USA/Canada,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,799810,1ST_READ.BIN
Chocolat - Maid Cafe Curio (Japan),CHOCOLAT - MAID CAFE CURIO -,T47107M,V1.003,20031127,Japan/Asia,SEGA LC-T-471,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0199A10,1ST_READ.BIN
Chocolat - Maid Cafe Curio (Japan) (Demo),CHOCOLAT - MAID CAFE CURIO -,6108395,V1.002,20031008,Japan/Asia,SEGA LC-T-471,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,19210,1ST_READ.BIN
Chou Hatsumei Boy Kanipan - Bousou Robot no Nazo! (Japan),CHOUHATSUMEIBOY KANIPAN BOUSOUROBOTO NO NAZO,HDR-0021,V1.005,19990619,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A00,1ST_READ.BIN
Choukou Senki Kikaioh (Japan),CHOKOSENKI KIKAIOH,T1206M,V1.003,19991118,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,07BBA10,1ST_READ.BIN
Choukou Senki Kikaioh for Matching Service (Japan),KIKAIOH FOR MATCHING,T1232M,V1.002,20001024,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Christmas Seaman - Omoi o Tsutaeru Mou Hitotsu no Houhou (Japan) (Message Disc),CHRISTMAS SEAMAN MESSAGEKIT,T39403M,V1.004,19991129,Japan/Asia,SEGA LC-T-394,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799C10,1ST_READ.BIN
Christmas Seaman - Omoi o Tsutaeru Mou Hitotsu no Houhou (Japan) (Present Disc),CHRISTMAS SEAMAN PRESENTDISK,T39404M,V1.004,19991129,Japan/Asia,SEGA LC-T-394,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799C10,1ST_READ.BIN
"ChuChu Rocket! (Europe) (En,Ja,Fr,De,Es)",CHUCHU ROCKET,MK-5104950,V1.014,20000406,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,27BBA10,1ST_READ.BIN
Chu-Chu Rocket! (Japan),CHUCHUROCKET,HDR-0039,V1.003,19991009,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
Chu-Chu Rocket! (Japan) (Taikenban),CHUCHUTENTOU,6107384,V1.003,19991014,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
"ChuChu Rocket! (USA) (En,Ja,Fr,De,Es)",CHUCHU ROCKET,MK-51049,V1.007,20000217,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,27BBA10,1ST_READ.BIN
Cleopatra Fortune (Japan),CLEOPATRA FORTUNE,T16603M,V2.001,20010523,Japan/Asia,SEGA LC-T-166,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,19810,1ST_READ.BIN
Climax Landers - Motte ke! Minige Campaign (Japan),THIS IS A SAMPLE DISK FOR USE IN THE OFFICE ONLY  DO NOT SELL   DO NOT CARRY OUT FROM THE OFFICE,6107158,V1.000,19990412,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799800,1ST_READ.BIN
Climax Landers (Japan),CLIMAX LANDERS,HDR-0009,V1.013,19990806,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Close To - Inori no Oka (Japan),CLOSE TO,T19704M,V1.003,20010307,Japan/Asia,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Coaster Works (Europe),COASTER WORKS,T44903D 50,V1.002,20010430,Europe,SEGA LC-T-449,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Coaster Works (USA),COASTER WORKS,T15128N,V1.002,20010413,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Comic Party (Japan) (Disc 1),COMIC PARTY,T38301M,V2.001,20010710,Japan/Asia,SEGA LC-T-383,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/2,J,799810,1ST_READ.BIN
Comic Party (Japan) (Disc 2),COMIC PARTY,T38301M,V1.005,20010621,Japan/Asia,SEGA LC-T-383,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/2,J,799810,1ST_READ.BIN
"Confidential Mission (Europe) (En,Ja,Fr,De,Es)",CONFIDENTIAL MISSION,MK-5116050,V1.002,20010413,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,C7BBA10,1ST_READ.BIN
"Confidential Mission (Japan) (En,Ja,Fr,De,Es)",CONFIDENTIAL MISSION,HDR-0160,V1.000,20010418,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,C7BBA10,1ST_READ.BIN
Confidential Mission (USA),CONFIDENTIAL MISSION,MK-51160,V1.004,20010412,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,C7BBA10,1ST_READ.BIN
"Conflict Zone (Europe) (En,Fr,De)",CONFLICT ZONE,T46604D,V1.000,20011102,Europe,SEGA LC-T-466,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A00,1ST_READ.BIN
Conflict Zone (USA),CONFLICT ZONE,T17721N,V1.002,20011102,USA/Canada,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A00,1ST_READ.BIN
Cool Boarders Burrrn! (Japan),COOL BOARDERS BURRRN,T36901M,V1.002,19990718,Japan/Asia,SEGA LC-T-369,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Cool Boarders Burrrn! (Japan) (Taikenban),COOL BOARDERS BURRRN,6107174,V1.000,19990621,Japan/Asia,SEGA LC-T-369,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Cool Cool Toon (Japan),COOL COOL TOON,T3106M,V1.012,20000612,Japan/Asia,SEGA LC-T-31,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799B10,1ST_READ.BIN
Cool Cool Toon (Japan) (Tentou-you Taikenban),COOL COOL TOON DEMO,6107877,V1.000,20000608,Japan/Asia,SEGA LC-T-31,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799210,1ST_READ.BIN
Cool Herders (USA) (Unl),COOL HERDERS,T0000,V1.000,20030607,"Japan/Asia, USA/Canada, Europe",HARMLESSLION.COM,SEGA SEGAKATANA,SEGA ENTERPRISES,CD-ROM1/1,JUE,E000F10,1ST_READ.BIN
Cosmic Smash (Japan),COSMIC SMASH,HDR-0176,V1.000,20010723,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
CR Hissatsu Shigotonin - Pachitte Chonmage @ VP@CHI (Japan),PACHITTECHONMAGE,T45801M,V1.010,20010705,Japan/Asia,SEGA LC-T-458,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Crazy Taxi (Europe),CRAZY TAXI,MK-51035,V1.000,20000120,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Crazy Taxi (Japan),CRAZY TAXI,HDR-0053,V1.004,19991219,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Crazy Taxi (USA),CRAZY TAXI,MK-51035,V1.004,19991219,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
"Crazy Taxi 2 (Europe) (En,Ja,Fr,De,Es)",CRAZY TAXI 2,MK-5113650,V1.000,20010524,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0799A10,1ST_READ.BIN
"Crazy Taxi 2 (Japan) (En,Ja)",CRAZY TAXI 2,HDR-0159,V1.003,20010502,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Crazy Taxi 2 (Japan) (Taikenban),CRAZY TAXI 2 DEMO,6108041,V1.001,20010329,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,079FA10,1ST_READ.BIN
Crazy Taxi 2 (USA),CRAZY TAXI 2,MK-51136,V1.004,20010502,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
CSK Kenkouhoken Kumiai Sen'you Dream Passport 3 (Japan),CSK KENKOH HOKENKUMIAI DREAM PASSPORT 3,6107881,V1.002,20000619,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,A799E10,1ST_READ.BIN
Culdcept II (Japan),CULDCEPT SECOND,T43903M,V1.008,20010609,Japan/Asia,SEGA LC-T-439,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Cyber Troopers - Virtual-On - Oratorio Tangram (USA),CYBER TROOPERS VIRTUAL-ON ORATORIO TANGRAM,T13004N,V1.000,20000420,USA/Canada,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0799A10,1ST_READ.BIN
D+Vine [Luv] (Japan),DVINE LUV,T46501M,V1.002,20010825,Japan/Asia,SEGA LC-T-465,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799800,1ST_READ.BIN
D2 - D no Shokutaku 2 (Japan) (Disc 1),D2,T30006M,V1.001,19991118,Japan/Asia,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/4,J,0799A10,1ST_READ.BIN
D2 - D no Shokutaku 2 (Japan) (Disc 2),D2,T30006M,V1.001,19991118,Japan/Asia,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/4,J,0799A10,1ST_READ.BIN
D2 - D no Shokutaku 2 (Japan) (Disc 3),D2,T30006M,V1.001,19991118,Japan/Asia,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM3/4,J,0799A10,1ST_READ.BIN
D2 - D no Shokutaku 2 (Japan) (Disc 4),D2,T30006M,V1.001,19991118,Japan/Asia,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM4/4,J,0799A10,1ST_READ.BIN
D2 (USA) (Disc 1),D2,MK-51036,V1.000,20000707,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/4,U,0799A10,1ST_READ.BIN
D2 (USA) (Disc 2),D2,MK-51036,V1.000,20000707,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/4,U,0799A10,1ST_READ.BIN
D2 (USA) (Disc 3),D2,MK-51036,V1.000,20000707,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM3/4,U,0799A10,1ST_READ.BIN
D2 (USA) (Disc 4),D2,MK-51036,V1.000,20000707,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM4/4,U,0799A10,1ST_READ.BIN
D2 Shock (Japan),REALSOUND(D2-SHOCK!-),T30001M,V1.003,19990204,Japan/Asia,SEGA LC-T-300,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM3/3,J,799810,1ST_READ.BIN
Dabitsuku - Derby-ba o Tsukurou! (Japan),DABITSUKU,HDR-0084,V1.002,20000629,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
Dabitsuku - Derby-ba o Tsukurou! (Japan) (Taikenban),DABITSUKU TKBFT,6107875,V1.001,20000516,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799010,1ST_READ.BIN
Dabitsuku 2 (Japan),DABITSUKU2,HDR-0167,V1.004,20010712,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799810,1ST_READ.BIN
Dance Dance Revolution - Club Version - Dreamcast Edition (Japan),DDR CLUB VER 1000,T9508M,V1.000,20000228,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799B00,1ST_READ.BIN
Dance Dance Revolution 2nd Mix - Dreamcast Edition (Japan),DANCE DANCE REVOLUTION 2NDMIX DREAMCAST EDITION,T9506M,V1.003,19991216,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0799B00,1ST_READ.BIN
Dancing Blade Katte ni Momotenshi II - Tears of Eden Kanzenban (Japan) (Disc 1),MOMOTENSHI2 DISC1,T9505M,V1.001,19990715,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/2,J,199800,1ST_READ.BIN
Dancing Blade Katte ni Momotenshi II - Tears of Eden Kanzenban (Japan) (Disc 2),MOMOTENSHI2 DISC2,T9505M,V1.001,19990715,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/2,J,199800,1ST_READ.BIN
Dancing Blade Katte ni Momotenshi! Kanzenban (Japan) (Disc 1),DANCINGBLADE KATTENI MOMO TENSI,T9504M,V1.000,19990629,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/2,J,199800,1ST_READ.BIN
Dancing Blade Katte ni Momotenshi! Kanzenban (Japan) (Disc 2),DANCINGBLADE KATTENI MOMO TENSI,T9504M,V1.000,19990629,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM2/2,J,199800,1ST_READ.BIN
Dave Mirra Freestyle BMX (Europe),DAVE MIRRA FREESTYLE BMX,T8120D  50,V1.001,20001117,Europe,SEGA LC-T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,1FD9810,1ST_READ.BIN
Dave Mirra Freestyle BMX (USA),DAVE MIRRA FREESTYLE BMX,T-8120N,V1.001,20001110,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,1FD9810,1ST_READ.BIN
Daytona USA (USA),DAYTONAUSA,MK-51037,V1.004,20010214,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,2799A10,1ST_READ.BIN
"Daytona USA 2001 (Europe) (En,Fr,De,Es)",DAYTONAUSA2001,MK-5103750,V1.002,20010315,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,2799A10,1ST_READ.BIN
Daytona USA 2001 (Japan),DAYTONA USA 2001,HDR-0106,V1.024,20001206,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Daytona USA 2001 (Japan) (Taikenban),DAYTONA USA 2001 TRIAL,6107967,V1.003,20001104,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,799210,1ST_READ.BIN
DC X-Terminator (Japan) (Unl),Xterminator Jp,FCD,V1.000,20000627,"Japan/Asia, USA/Canada, Europe",FCD,SEGA SEGAKATANA,SEGA ENTERPRISES,F39F FCD,JUE,E000F10,DCXT.BIN
DC-IE Import Enabler (USA) (Unl),DATEL,HDR-0030,V1.060,19990722,"Japan/Asia, USA/Canada, Europe",SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F20E DATEL HDR,JUE,2799810,WWWXXXXX.TXT
DC-UA - Dreamcast Universal Adapter (Japan) (Unl),DATEL,HDR-0030,V1.060,19990722,"Japan/Asia, USA/Canada, Europe",SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F20E DATEL HDR,JUE,2799810,WWWDC_UA.TXT
"De La Jet Set Radio (Japan) (En,Ja,Fr,De,Es)",DE LA JET SET RADIO,HDR-0128,V1.001,20001114,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Dead or Alive 2 (Europe),DEAD OR ALIVE 2,T8116D  50,V1.000,20000625,Europe,SEGA LC-T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0019A10,1ST_READ.BIN
Dead or Alive 2 (Europe) (Beta) (2000-03-10),DEAD OR ALIVE 2,T8116D  50,V1.000,20000310,Europe,SEGA LC-T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,0019A10,1ST_READ.BIN
Dead or Alive 2 (Japan),DEAD OR ALIVE 2,T3602M,V1.001,20000829,Japan/Asia,SEGA LC-T-36,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0019A10,1ST_READ.BIN
Dead or Alive 2 (Japan) (Shokai Genteiban),DEAD OR ALIVE 2,T3601M,V1.002,20000829,Japan/Asia,SEGA LC-T-36,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,0019A10,1ST_READ.BIN
Dead or Alive 2 (Japan) (Taikenban),DEAD OR ALIVE2 TENTO DEMO,6107913,V1.000,20000809,Japan/Asia,SEGA LC-T-36,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,19000,1ST_READ.BIN
Dead or Alive 2 (USA),DEAD OR ALIVE 2,T3601N,V1.100,20000306,USA/Canada,SEGA LC-T-36,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0019A10,1ST_READ.BIN
Dead or Alive 2 (USA) (Demo),DEAD OR ALIVE 2(DEMONSTRATION VER.),T3601N,V0.901,20000208,USA/Canada,SEGA LC-T-36,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,0019A10,1ST_READ.BIN
"Deadly Skies (Europe) (En,Fr,De,Es,It)",DEADLY SKIES,T9501N-50,V1.003,19991224,Europe,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,E,799800,0
Death Crimson 2 (Japan),DEATHCRIMSON2,T23201M,V1.006,19991025,Japan/Asia,SEGA LC-T-232,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,6.80E+13,00DEA.BIN
Death Crimson OX (Japan),DEATH CRIMSON OX,T23202M,V1.001,20010326,Japan/Asia,SEGA LC-T-232,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,J,4799810,00DEA.BIN
Death Crimson OX (USA),DEATH CRIMSON OX,T2401N,V1.001,20010619,USA/Canada,SEGA LC-T-24,SEGA SEGAKATANA,SEGA ENTERPRISES,GD-ROM1/1,U,4601810,00DEA.BIN
