redump_name,Title,Foreign Title,serial
"LocoRoco (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Ru)",LocoRoco,,UCES-00304/P
LocoRoco (Japan),LocoRoco,ロコロコ,UCJS 10041
LocoRoco (Japan),LocoRoco,ロコロコ,UCJS 18011
LocoRoco (Japan) (Toku Toku Pack),LocoRoco,ロコロコ,UCJB 98011
LocoRoco (USA) (Demo),LocoRoco,,UCUS 98685
"LocoRoco (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Zh,Ko,Ru)",LocoRoco,,UCUS-98662
"LocoRoco (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Zh,Ko,Ru) (Beta) (2006-07-19)",LocoRoco,,UCUS-98662
"LocoRoco 2 (Asia) (En,Zh,Ko)",LocoRoco 2,"樂克樂克2, 로코로코 2",UCAS-40222
"LocoRoco 2 (Asia) (En,Zh,Ko)",LocoRoco 2,"樂克樂克2, 로코로코 2",UCKS-45103
"LocoRoco 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Ru)",LocoRoco 2,,UCES-01059
"LocoRoco 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Ru)",LocoRoco 2,,UCES-01059/E
LocoRoco 2 (Japan),LocoRoco 2,ロコロコ２,UCJS 10087
LocoRoco 2 (Japan) (Beta) (v0.01) (2008-08-29),LocoRoco 2,ロコロコ２,UCJP-00164 #66
LocoRoco 2 (Japan) (Beta) (v1.00) (2008-08-20),LocoRoco 2,ロコロコ２,UCJP-00161 #11
"LocoRoco 2 (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Ko,Ru)",LocoRoco 2,,UCUS 98731
Lord of Apocalypse (Japan),Lord of Apocalypse,ロードオブアポカリプス,ULJM 05982
Lord of Arcana (Asia),,,UCAS 40330
"Lord of Arcana (Europe) (En,Fr,De,Es)",Lord of Arcana,,ULES-01507
Lord of Arcana (Japan),Lord of Arcana,ロード オブ アルカナ,ULJM 05767
Lord of Arcana (Korea),Lord of Arcana,로드 오브 아르카나,UCKS 45162
Lord of Arcana (USA),Lord of Arcana,,ULUS-10479
"Lord of the Rings, The - Aragorn's Quest (Europe) (En,Fr,De,Es,It,Nl)",The Lord of the Rings: Aragorn's Quest,,ULES-01395
"Lord of the Rings, The - Aragorn's Quest (USA) (En,Fr,Es,Pt)",The Lord of the Rings: Aragorn's Quest,,ULUS-10475
"Lord of the Rings, The - Tactics (Europe)",The Lord of the Rings: Tactics,,ULES-00198
"Lord of the Rings, The - Tactics (USA)",The Lord of the Rings: Tactics,,ULUS-10038
Lost Heroes (Japan),,,ULJS 00489
Lucky Star - Net Idol Meister (Japan),Lucky Star: Net Idol Meister,らき☆すた　ネットアイドル・マイスター,KAD-009
Lucky Star - Net Idol Meister (Japan),Lucky Star: Net Idol Meister,らき☆すた　ネットアイドル・マイスター,ULJM 05542
"Lumines - Puzzle Fusion (Europe) (En,Fr,De,Es,It)",Lumines: Puzzle Fusion,,ULES-00043
"Lumines - Puzzle Fusion (USA) (En,Ja)",Lumines: Puzzle Fusion,,ULUS 10002
"Lumines - Puzzle Fusion (USA) (En,Ja)",Lumines: Puzzle Fusion,,ULUS 10002GH
Lumines (Japan),Lumines,,ULJS-00005
Lumines (Japan) (PSP the Best),Lumines,ルミネス,ULJS 19005
"Lumines II (Europe) (En,Fr,De,Es,It)",Lumines II,,ULES-00553
Lumines II (Japan),Lumines II,ルミネスⅡ,ULJM 05232
Lumines II (USA),Lumines II,,ULUS 10183
Lunar - Silver Star Harmony (USA),Lunar: Silver Star Harmony,,ULUS-10482
"Luxor - Pharaoh's Challenge (Europe) (En,Fr,De,Es,It)",Luxor: Pharaoh's Challenge,,ULES-01028
Luxor - Pharaoh's Challenge (USA),Luxor: Pharaoh's Challenge,,ULUS-10333
Luxor - The Wrath of Set (USA),Luxor: The Wrath of Set,,ULUS-10201
Luxury & Beauty - Lucian Bee's - Evil Violet (Japan),,,ULJM 05748
Luxury & Beauty - Lucian Bee's - Justice Yellow (Japan),,,ULJM 05749
Luxury & Beauty - Lucian Bee's - Resurrection Supernova (Japan),,,ULJM 05680
"M.A.C.H. - Modified Air Combat Heroes (Europe) (En,Fr,De,Es,It)",M.A.C.H.: Modified Air Combat Heroes,,ULES-00565
M.A.C.H. - Modified Air Combat Heroes (Russia),M.A.C.H.: Modified Air Combat Heroes,M.A.C.H.: Модифицированная авиация специального назначения,ULES-00566
M.A.C.H. - Modified Air Combat Heroes (USA),M.A.C.H.: Modified Air Combat Heroes,,ULUS 10180
Machi - Unmei no Kousaten Tokubetsu-hen (Japan),Machi: Unmei no Kousaten Tokubetsu-hen,街　～運命の交差点～　特別篇,ULJM 05111
Machi - Unmei no Kousaten Tokubetsu-hen (Japan),Machi: Unmei no Kousaten Tokubetsu-hen,街　～運命の交差点～　特別篇,ULJM 05267
Macross - Triangle Frontier (Japan),Macross: Triangle Frontier,マクロス トライアングル フロンティア,ULJS 00321
Macross - Triangle Frontier (Japan),Macross: Triangle Frontier,マクロス トライアングル フロンティア,ULJS 00369
Macross Ace Frontier (Japan) (v1.02),Macross Ace Frontier,マクロスエースフロンティア,ULJS 00158
Macross Ace Frontier (Japan) (v2.00),,,ULJS 19029
Macross Ultimate Frontier (Japan),Macross Ultimate Frontier,マクロス　アルティメット　フロンティア,ULJS 00223
Macross Ultimate Frontier (Japan),Macross Ultimate Frontier,マクロス　アルティメット　フロンティア,ULJS 00231
Madden NFL 06 (Europe),Madden NFL 06,,ULES-00147
Madden NFL 06 (USA),Madden NFL 06,,ULUS-10024
Madden NFL 07 (USA),Madden NFL 07,,ULUS-10117
Madden NFL 08 (Europe),Madden NFL 08,,ULES-00867
Madden NFL 08 (USA),Madden NFL 08,,ULUS-10275
Madden NFL 09 (Europe),Madden NFL 09,,ULES-01093
Madden NFL 09 (USA),Madden NFL 09,,UCUS 10352
Madden NFL 09 (USA),Madden NFL 09,,ULUS 10352
Madden NFL 10 (USA),Madden NFL 10,,ULUS-10441
Madden NFL 11 (USA),Madden NFL 11,,ULUS-10541
Madden NFL 12 (USA),Madden NFL 12,,UCUS 90678
Madden NFL 12 (USA),Madden NFL 12,,ULUS-10581
Magic Sudoku (Asia),Magic Sudoku,魔法數獨,UCAS 40139
Magic Sudoku (Europe),Magic Sudoku,,ULES-00621
Magna Carta Portable (Japan),Magna Carta Portable,マグナカルタ ポータブル,ULJS 00042
Magna Carta Portable (Japan),Magna Carta Portable,マグナカルタ ポータブル,ULJS 19012
MagusTale Eternity - Sekaiju to Koi Suru Mahoutsukai (Japan),MagusTale Eternity: Sekaiju to Koi suru Mahoutsukai,マギウステイル　エタニティ　～世界樹と恋する魔法使い～,ULJM 05577
Mahjong Fight Club - Zenkoku Taisenban (Japan),Mahjong Fight Club: Zenkoku Taisenban,麻雀格闘倶楽部 全国対戦版,ULJM 05163
Mahjong Fight Club - Zenkoku Taisenban (Japan),Mahjong Fight Club: Zenkoku Taisenban,麻雀格闘倶楽部 全国対戦版,ULJM 05333
Mahjong Fight Club (Japan),Mahjong Fight Club,麻雀格闘倶楽部,ULJM 05002
Mahjong Fight Club (Japan),Mahjong Fight Club,麻雀格闘倶楽部,ULJM 08005
Mahjong Taikai (Japan),Mahjong Taikai,麻雀大会,ULJM 05004
Mahou Shoujo Lyrical Nanoha A's Portable - The Battle of Aces (Japan),Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,魔法少女リリカルなのはＡ’ｓ　ＰＯＲＴＡＢＬＥ　ＴＨＥ　ＢＡＴＴＬＥ　ＯＦ　ＡＣＥＳ　,ULJS 00240
Mahou Shoujo Lyrical Nanoha A's Portable - The Gears of Destiny (Japan),Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,魔法少女リリカルなのはA's PORTABLE -THE GEARS OF DESTINY-,ULJS 00384
Mahou Shoujo Lyrical Nanoha A's Portable - The Gears of Destiny (Japan),Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,魔法少女リリカルなのはA's PORTABLE -THE GEARS OF DESTINY-,ULJS 00385
Mahou Shoujo Madoka Magica Portable (Japan),Mahou Shoujo Madoka Magica Portable,魔法少女まどか☆マギカ　ポータブル,ULJS 00429
Mahou Shoujo Madoka Magica Portable (Japan),Mahou Shoujo Madoka Magica Portable,魔法少女まどか☆マギカ　ポータブル,ULJS 00430
Mai-HiME - Bakuretsu! Fuuka Gakuen Gekitoushi! (Japan),,,ULJS 00040
Major League Baseball 2K10 (USA),Major League Baseball 2K10,,ULUS-10503
Major League Baseball 2K11 (USA),Major League Baseball 2K11,,ULUS-10573
Major League Baseball 2K12 (USA),Major League Baseball 2K12,,ULUS-10591
Major League Baseball 2K6 (USA),Major League Baseball 2K6,,ULUS-10099
Major League Baseball 2K7 (USA),Major League Baseball 2K7,,ULUS-10229
Major League Baseball 2K8 (USA),Major League Baseball 2K8,,ULUS-10342
Major League Baseball 2K9 (Japan),Major League Baseball 2K9,メジャーリーグベースボール　２Ｋ９,ULJS-00200
Major League Baseball 2K9 (USA),Major League Baseball 2K9,,ULUS-10413
Makai Senki Disgaea 2 Portable (Japan),Makai Senki Disgaea 2 Portable,魔界戦記ディスガイア２　ＰＯＲＴＡＢＬＥ,ULJS 00182
Makai Senki Disgaea 2 Portable (Japan),Makai Senki Disgaea 2 Portable,魔界戦記ディスガイア２　ＰＯＲＴＡＢＬＥ,ULJS 00183
Makai Senki Disgaea 2 Portable (Japan),Makai Senki Disgaea 2 Portable,魔界戦記ディスガイア２　ＰＯＲＴＡＢＬＥ,ULJS 19053
"Makai Senki Disgaea Portable - Tsuushin Taisen Hajimemashita. (Japan, Korea)",Makai Senki Disgaea Portable: Tsuushin Taisen Hajimemashita.,魔界戦記ディスガイアポータブル:通信対戦はじめました。,UCKS 45079
"Makai Senki Disgaea Portable - Tsuushin Taisen Hajimemashita. (Japan, Korea)",Makai Senki Disgaea Portable: Tsuushin Taisen Hajimemashita.,魔界戦記ディスガイアポータブル:通信対戦はじめました。,ULJS 00113
Makai Senki Disgaea Portable (Japan),Makai Senki Disgaea Portable,魔界戦記ディスガイア PORTABLE,ULJS 00089
Mana Khemia - Student Alliance (Europe),Mana Khemia: Student Alliance,,ULES-01215
Mana Khemia - Student Alliance (USA),Mana Khemia: Student Alliance,,ULUS-10408
Mana Khemia - Student Alliance (USA) (Beta) (2008-12-09),Mana Khemia: Student Alliance,,ULUS-10408
Mana-Khemia - Gakuen no Renkinjutsushi-tachi Portable + (Japan),Mana-Khemia: Gakuen no Renkinjutsushi-tachi Portable +,マナケミア ～学園の錬金術士たち～ ポータブルプラス,ULJM 05345
"Manhunt 2 (Europe) (En,Fr,De,Es,It)",Manhunt 2,,ULES-00756
"Manhunt 2 (USA, Canada)",Manhunt 2,,ULUS 10280
"Manhunt 2 (USA, Canada)",Manhunt 2,,ULUS 10280F
Maplus - Portable Navi (Japan) (GPS Receiver Doukonban),Maplus: Portable Navi,MAPLUS ポータブルナビ GPSレシーバー同梱版,ULJS-00091
Maplus - Portable Navi 2 (Japan),,,ULJS 00128
Maplus - Portable Navi 3 (Japan),,,ULJS 00199
Marriage Royale - Prism Story (Japan),Marriage Royale: Prism Story,マリッジロワイヤル　プリズムストーリー,ULJS 00272
Maru Goukaku Shikaku Dasshu! - Care Manager Shiken Portable (Japan),,,ULJS 00506
"Marvel - Ultimate Alliance (Europe) (En,It)",Marvel: Ultimate Alliance,,ULES-00542
Marvel - Ultimate Alliance (USA) (v1.02),Marvel: Ultimate Alliance,,ULUS-10167
Marvel - Ultimate Alliance (USA) (v2.00),Marvel: Ultimate Alliance,,ULUS-10167
Marvel - Ultimate Alliance (USA) (v2.00),Marvel: Ultimate Alliance,,ULUS-10167GH
Marvel - Ultimate Alliance 2 (Europe),Marvel: Ultimate Alliance 2,,ULES-01343
Marvel - Ultimate Alliance 2 (USA),Marvel: Ultimate Alliance 2,,ULUS-10421
"Marvel Nemesis - Rise of the Imperfects (Europe) (En,Fr,De,It)",Marvel Nemesis: Rise of the Imperfects,Marvel Nemesis: L'Ascesa Degli Esseri Imperfetti,ULES-00159
Marvel Nemesis - Rise of the Imperfects (USA),Marvel Nemesis: Rise of the Imperfects,,ULUS-10033
"Marvel Super Hero Squad (Europe) (En,Fr,De,Es,It)",Marvel Super Hero Squad,,ULES-01368
Marvel Super Hero Squad (USA),Marvel Super Hero Squad,,ULUS-10485
"Marvel Trading Card Game (Europe) (En,Fr,De,Es,It)",Marvel Trading Card Game,,ULES-00683
Marvel Trading Card Game (USA),Marvel Trading Card Game,,ULUS-10196
Mashiro Iro Symphony - Mutsu-no-hana (Japan),Mashiro Iro Symphony: Mutsu-no-hana,ましろ色シンフォニー　ｍｕｔｓｕ－ｎｏ－ｈａｎａ　,ULJM 05889
Matching Maker 3 x Tousouchuu (Japan),Matching Maker 3 x Tousouchuu,街ｉｎｇメーカー３ Ｘ 逃走中,ULJS 00242
Mawaskes - Based on Carton-kun (Asia),Mawaskes: Based on Carton-kun,マワスケス　ｂａｓｅｄ　ｏｎ　Ｃａｒｔｏｎ－ｋｕｎ　,UCAS 40158
"Mawaskes Puzzle (Europe) (En,Fr,De,Es,It,Nl)",Mawaskes Puzzle,,ULES-01104
Me & My Katamari (Europe),Me & My Katamari,,ULES-00339
Me & My Katamari (USA),Me & My Katamari,,ULUS-10094
Medal of Honor - Heroes (Europe),Medal of Honor: Heroes,,ULES-00557
Medal of Honor - Heroes (Europe),Medal of Honor: Heroes,,ULES-00557/E
Medal of Honor - Heroes (Europe),Medal of Honor: Heroes,,ULES-00557/P
Medal of Honor - Heroes (France),Medal of Honor: Heroes,,ULES-00558
Medal of Honor - Heroes (Germany),Medal of Honor: Heroes,,ULES-00559
Medal of Honor - Heroes (Italy),Medal of Honor: Heroes,,ULES-00560
Medal of Honor - Heroes (Japan),Medal of Honor: Heroes,メダル　オブ　オナー　ヒーローズ,ULJM 05213
Medal of Honor - Heroes (Japan),Medal of Honor: Heroes,メダル　オブ　オナー　ヒーローズ,ULJM 05318
Medal of Honor - Heroes (Netherlands),Medal of Honor: Heroes,,ULES-00562
Medal of Honor - Heroes (Spain),Medal of Honor: Heroes,,ULES-00561
Medal of Honor - Heroes (USA),Medal of Honor: Heroes,,ULUS-10141
Medal of Honor - Heroes 2 (Asia),Medal of Honor: Heroes 2,榮譽勳章：鐵膽英豪２,ULAS-42120
Medal of Honor - Heroes 2 (Australia),Medal of Honor: Heroes 2,,ULES-00988/P
Medal of Honor - Heroes 2 (Europe),Medal of Honor: Heroes 2,,ULES-00955
"Medal of Honor - Heroes 2 (Europe) (Fr,De,Es,It)",Medal of Honor: Heroes 2,,ULES-00956/E
Medal of Honor - Heroes 2 (Japan),Medal of Honor: Heroes 2,メダル　オブ　オナー　ヒーローズ　２,ULJM 05430
Medal of Honor - Heroes 2 (USA),Medal of Honor: Heroes 2,,ULUS-10310
"MediEvil - Resurrection (Europe) (En,Fr,De,Es,It)",MediEvil: Resurrection,,UCES-00006
MediEvil - Resurrection (USA),MediEvil: Resurrection,,UCUS-98620
Mega Man - Maverick Hunter X (Europe),Mega Man: Maverick Hunter X,,ULES-00251
Mega Man - Maverick Hunter X (USA),Mega Man: Maverick Hunter X,,ULUS-10068
Mega Man - Powered Up (Europe),Mega Man: Powered Up,,ULES-00307
Mega Man - Powered Up (USA),Mega Man: Powered Up,,ULUS 10091
Mega Minis Volume 1 (Europe),Mega Minis Volume 1,,UCES-01502
Mega Minis Volume 2 (Europe),Mega Minis Volume 2,,UCES-01503
Mega minis Volume 3 (Europe),Mega minis Volume 3,,UCES-01504
Megami no Etsubo (Japan),,,ULJM 05107
Megpoid the Music (Japan),Megpoid the Music#,メグッポイド　ザ　ミュージック　シャープ,ULJM 06226
Meitantei Conan - Kako kara no Prelude (Japan),Meitantei Conan: Kako kara no Prelude,名探偵コナン　過去からの前奏曲,ULJS 00488
Memories Off - Sorekara (Japan),Memories Off: Sorekara,メモリーズオフ　～それから～,ULJM 05594
Memories Off - Yubikiri no Kioku (Japan),,,ULJM 05875
Memories Off (Japan),Memories Off,メモリーズオフ,ULJM 05334
Memories Off 2nd (Japan),Memories Off 2nd,メモリーズオフ　２ｎｄ,ULJM 05335
Memories Off 2nd (Japan),Memories Off 2nd,メモリーズオフ　２ｎｄ,ULJM 05593
Memories Off 5 - Togireta Film (Japan),Memories Off #5: Togireta Film,メモリーズオフ＃５　とぎれたフィルム,ULJM 05394
Memories Off 5 Encore (Japan),Memories Off #5 Encore,メモリーズオフ＃５ ｅｎｃｏｒｅ,ULJM 05527
Memories Off 6 - T-Wave (Japan),,,ULJM 05820
"Mercury Meltdown (Europe) (En,Fr,De,Es,It)",Mercury Meltdown,,ULES-00466
Mercury Meltdown (USA) (Beta) (2006-06-08),Mercury Meltdown,,ULUX-80215
"Mercury Meltdown (USA) (En,Fr,Es)",Mercury Meltdown,,ULUS-10133
Metal Fight Beyblade Portable - Chouzetsu Tensei! Vulcan Horuseus (Japan),Metal Fight Beyblade Portable: Chouzetsu Tensei! Vulcan Horuseus,メタルファイト ベイブレード ポータブル 超絶転生！バルカンホルセウス,ULJM 05731
"Metal Gear Acid (Europe) (En,Fr,De,Es,It)",Metal Gear Ac!d,Metal Gear Acid,ULES-00008
Metal Gear Acid (Japan),Metal Gear Ac!d,メタルギア　アシッド,ULJM 05001
Metal Gear Acid (Japan),Metal Gear Ac!d,メタルギア　アシッド,ULJM 08001
Metal Gear Acid (USA),Metal Gear Ac!d,Metal Gear Acid,ULUS-10006
"Metal Gear Acid 2 (Europe) (En,Fr,De,Es,It)",Metal Gear Ac!d²,Metal Gear Acid 2,ULES-00284
"Metal Gear Acid 2 (Japan, Asia)",Metal Gear Ac!d²,メタルギア アシッド２,ULAS 42035
"Metal Gear Acid 2 (Japan, Asia)",Metal Gear Ac!d²,メタルギア アシッド２,ULJM 05047
Metal Gear Acid 2 (Korea),Metal Gear Ac!d²,메탈 기어 애시드 2,ULKS 46065
Metal Gear Acid 2 (USA),Metal Gear Ac!d²,Metal Gear Acid 2,ULUS-10077
"Metal Gear Solid - Digital Graphic Novel (Europe) (En,Fr,De,Es,It)",Metal Gear Solid: Digital Graphic Novel,,ULES-00382
Metal Gear Solid - Digital Graphic Novel (USA),Metal Gear Solid: Digital Graphic Novel,,ULUS-10108
"Metal Gear Solid - Peace Walker (Europe, Australia) (En,Fr,De,Es,It)",Metal Gear Solid: Peace Walker,,ULES-01372
Metal Gear Solid - Peace Walker (Japan) (v1.03),Metal Gear Solid: Peace Walker,メタルギアソリッド　ピースウォーカー,ULJM 08038
"Metal Gear Solid - Peace Walker (Japan, Asia) (v1.02)",Metal Gear Solid: Peace Walker,メタルギアソリッド　ピースウォーカー,ULAS 42218
"Metal Gear Solid - Peace Walker (Japan, Asia) (v1.02)",Metal Gear Solid: Peace Walker,メタルギアソリッド　ピースウォーカー,ULJM 05630
"Metal Gear Solid - Peace Walker (Japan, Asia) (v1.02)",Metal Gear Solid: Peace Walker,メタルギアソリッド　ピースウォーカー,ULJM 08038
"Metal Gear Solid - Peace Walker (Japan, Asia) (v1.02)",Metal Gear Solid: Peace Walker,メタルギアソリッド　ピースウォーカー,ULKS 46239
"Metal Gear Solid - Peace Walker (USA) (En,Fr,Es) (v1.01)",Metal Gear Solid: Peace Walker,,UCUS-98919
"Metal Gear Solid - Peace Walker (USA) (En,Fr,Es) (v1.01)",Metal Gear Solid: Peace Walker,,ULUS-10509
"Metal Gear Solid - Peace Walker (USA) (En,Fr,Es) (v1.01)",Metal Gear Solid: Peace Walker,,ULUS-10509GH
"Metal Gear Solid - Peace Walker (USA) (En,Fr,Es) (v2.00)",Metal Gear Solid: Peace Walker,,ULUS-10509
"Metal Gear Solid - Portable Ops (Europe) (En,Fr,De,Es,It)",Metal Gear Solid: Portable Ops,,ULES-00645
"Metal Gear Solid - Portable Ops (Europe) (En,Fr,De,Es,It)",Metal Gear Solid: Portable Ops,,ULES-00645#
"Metal Gear Solid - Portable Ops (Europe) (En,Fr,De,Es,It)",Metal Gear Solid: Portable Ops,,ULES-00645/7061831
Metal Gear Solid - Portable Ops (Japan) (v1.00),Metal Gear Solid: Portable Ops Plus,メタルギアソリッドポータブルオプス＋,ULJM 05284
"Metal Gear Solid - Portable Ops (Japan, Asia) (v1.02)",Metal Gear Solid: Portable Ops,メタルギアソリッドポータブルオプス,ULAS 42087
"Metal Gear Solid - Portable Ops (Japan, Asia) (v1.02)",Metal Gear Solid: Portable Ops,メタルギアソリッドポータブルオプス,ULJM 05193
"Metal Gear Solid - Portable Ops (Japan, Asia) (v1.02)",Metal Gear Solid: Portable Ops,メタルギアソリッドポータブルオプス,ULJM 05573
"Metal Gear Solid - Portable Ops (Japan, Asia) (v1.02)",Metal Gear Solid: Portable Ops,メタルギアソリッドポータブルオプス,ULJM 08016
Metal Gear Solid - Portable Ops (Korea),Metal Gear Solid: Portable Ops,메탈기어 솔리드: 포터블 옵스,ULKS 46119
Metal Gear Solid - Portable Ops (USA),Metal Gear Solid: Portable Ops,,ULUS 10202
Metal Gear Solid - Portable Ops Plus (Asia),Metal Gear Solid: Portable Ops Plus,METAL GEAR SOLID PORTABLE OPS +,ULAS-42123
"Metal Gear Solid - Portable Ops Plus (Europe) (En,Fr,De,Es,It)",Metal Gear Solid: Portable Ops Plus,,ULES-01003
Metal Gear Solid - Portable Ops Plus (Japan),Metal Gear Solid: Portable Ops Plus,メタルギアソリッドポータブルオプス＋,ULJM 05261
Metal Gear Solid - Portable Ops Plus (Japan),Metal Gear Solid: Portable Ops Plus,メタルギアソリッドポータブルオプス＋,ULJM 05285
Metal Gear Solid - Portable Ops Plus (USA),Metal Gear Solid: Portable Ops Plus,,ULUS-10290
Metal Slug Anthology (Europe),Metal Slug Anthology,,ULES-00530
Metal Slug Anthology (USA),Metal Slug Anthology,,ULUS-10154
"Metal Slug Complete (Japan, Korea)",Metal Slug Complete,メタルスラッグ コンプリート,ULJS 00090
"Metal Slug Complete (Japan, Korea)",Metal Slug Complete,メタルスラッグ コンプリート,ULJS 00206
"Metal Slug Complete (Japan, Korea)",Metal Slug Complete,メタルスラッグ コンプリート,ULKS 46129
"Metal Slug XX (Europe) (En,Fr,De,Es,It)",Metal Slug XX,,ULES-01429
Metal Slug XX (USA),Metal Slug XX,,ULUS-10495
Metal Slug XX (USA) (Beta) (2009-09-26),Metal Slug XX,,ULUS-10495
Miami Vice - The Game (Europe),Miami Vice: The Game,,ULES-00375
Miami Vice - The Game (Russia),Miami Vice: The Game,Полиция Майами. Отдел нравов,ULES-00376
Miami Vice - The Game (USA),Miami Vice: The Game,,ULUS-10109
"Michael Jackson - The Experience (Europe) (En,Fr,De,Es,It,Pl,Ru)",Michael Jackson: The Experience,,ULES-01512
"Michael Jackson - The Experience (USA) (En,Fr,De,Es,It,Pl,Ru)",Michael Jackson: The Experience,,ULUS-10564
"Micro Machines V4 (Europe) (En,Fr,De,Es,It)",Micro Machines V4,,ULES-00368
Micro Machines V4 (USA),Micro Machines V4,,ULUS 10129
"Midnight Club - L.A. Remix (Europe) (En,Fr,De,Es,It)",Midnight Club: L.A. Remix,,ULES-01144
Midnight Club - L.A. Remix (Japan),Midnight Club: L.A. Remix,ミッドナイトクラブ　ＬＡ　リミックス,ULJS 00180
Midnight Club - L.A. Remix (Japan),Midnight Club: L.A. Remix,ミッドナイトクラブ　ＬＡ　リミックス,ULJS 00267
Midnight Club - L.A. Remix (Japan) (Rockstar Classics),Midnight Club: L.A. Remix,ミッドナイト　クラブ：ＬＡ　リミックス,ULJM 05904
Midnight Club - L.A. Remix (USA),Midnight Club: L.A. Remix,,ULUS-10383
"Midnight Club 3 - DUB Edition (Europe) (En,Fr,De,Es,It)",Midnight Club 3: DUB Edition,,ULES-00108
"Midnight Club 3 - DUB Edition (Europe) (En,Fr,De,Es,It)",Midnight Club 3: DUB Edition,,ULES-00108#
"Midnight Club 3 - DUB Edition (Europe) (En,Fr,De,Es,It)",Midnight Club 3: DUB Edition,,ULES-00108/P
Midnight Club 3 - DUB Edition (USA) (v1.00),Midnight Club 3: DUB Edition,,ULUS-10021
Midnight Club 3 - DUB Edition (USA) (v2.02),Midnight Club 3: DUB Edition,,ULUS-10021
Midnight Club 3 - DUB Edition (USA) (v2.02),Midnight Club 3: DUB Edition,,ULUS-10021GH
Midway Arcade Treasures - Extended Play (Europe),Midway Arcade Treasures: Extended Play,,ULES-00180
Midway Arcade Treasures - Extended Play (USA),Midway Arcade Treasures: Extended Play,,ULUS-10059
"Military History - Commander - Europe at War (Europe) (En,Fr,De,Es,It)",Military History: Commander: Europe at War,,ULES-01179
Mimana - IYAR Chronicle (USA),Mimana: IYAR Chronicle,,ULUS-10492
"Mind Quiz - Exercise Your Brain (Europe) (En,Fr,De)",Mind Quiz: Exercise Your Brain,,ULES-00555
"Mind Quiz - Exercise Your Brain (Europe) (En,Fr,De,Es,It)",Mind Quiz: Exercise Your Brain,,ULES-00701
Mind Quiz - Exercise Your Brain (USA),Mind Quiz: Exercise Your Brain,,ULUS 10178
Minna no Chizu (Japan),Minna no Chizu,みんなの地図,ULJS 00051
Minna no Chizu 2 (Japan) (GPS Receiver Doukonban),Minna no Chizu 2,みんなの地図２,ULJS 00103
Minna no Chizu 3 (Japan) (Disc 1),Minna no Chizu 3 (Disc 1),みんなの地図３,ULJS 00139
Minna no Chizu 3 (Japan) (Disc 2),Minna no Chizu 3 (Disc 2),みんなの地図３,ULJS 00140
Minna no Golf Portable - Coca-Cola Special Edition (Japan),Minna no Golf Portable: Coca-Cola Special Edition,みんなのGOLF ポータブル コカ・コーラ スペシャル・エディション,UCJM 95401
Minna no Golf Portable (Japan),Minna no Golf Portable,みんなのゴルフ　ポータブル,UCJS 10001
Minna no Golf Portable (Japan),Minna no Golf Portable,みんなのゴルフ　ポータブル,UCJS 18001
Minna no Golf Portable 2 (Japan) (v2.01),Minna no Golf Portable 2,みんなのＧＯＬＦポータブル２,UCJS 18031
"Minna no Golf Portable 2 (Japan, Korea) (v1.09)",Minna no Golf Portable 2,みんなのＧＯＬＦポータブル２,UCJS 10075
"Minna no Golf Portable 2 (Japan, Korea) (v1.09)",Minna no Golf Portable 2,みんなのＧＯＬＦポータブル２,UCKS 45074
Minna no Golf-jou Vol. 1 (Japan) (Disc 2),Minna no Golf-jou Vol. 1 (Disc 2),みんなのＧＯＬＦ場　Ｖｏｌ．１,UCJS 10056
Minna no Golf-jou Vol. 2 (Japan) (Disc 1),Minna no Golf-jou Vol. 2 (Disc 1),みんなのＧＯＬＦ場　Ｖｏｌ．２,UCJS 10064
Minna no Golf-jou Vol. 2 (Japan) (Disc 2),Minna no Golf-jou Vol. 2 (Disc 2),みんなのＧＯＬＦ場　Ｖｏｌ．２,UCJS 10065
Minna no Golf-jou Vol. 3 (Japan) (Disc 1),Minna no Golf-jou Vol. 3 (Disc 1),みんなのＧＯＬＦ場　Ｖｏｌ．３,UCJS 10067
Minna no Golf-jou Vol. 3 (Japan) (Disc 2),Minna no Golf-jou Vol. 3 (Disc 2),みんなのＧＯＬＦ場　Ｖｏｌ．３,UCJS 10068
Minna no Navi (Japan) (Disc 1),Minna no Navi (Disc 1),みんなのナビ,ULJS 00211
Minna no Navi (Japan) (Disc 2),Minna no Navi (Disc 2),みんなのナビ,ULJS 00212
Minna no Tennis Portable (Japan),Minna no Tennis Portable,みんなのテニス　ポータブル,UCJS 10101
Minna no Tennis Portable (Japan),Minna no Tennis Portable,みんなのテニス　ポータブル,UCJS 18049
