Redump_Name,Serial_1,Serial_2
Mega Man X Collection (USA),DOL-GXGE-USA,
"Men in Black II - Alien Escape (Europe) (En,Fr,De,Es,It)",DOL-GMEP-EUR,
Men in Black II - Alien Escape (USA),DOL-GMEE-USA,
Metal Arms - Glitch in the System (Europe),DOL-GM5P-UKV,
Metal Arms - Glitch in the System (France),DOL-GM5F-FRA,
Metal Arms - Glitch in the System (Germany),DOL-GM5D-NOE,
Metal Arms - Glitch in the System (USA),DOL-GM5E-USA,
Metal Gear Solid - The Twin Snakes - Special Disc (Japan),DOL-PGSJ-JPN,
"Metal Gear Solid - The Twin Snakes (Europe) (En,Fr,De,Es,It) (Disc 1)",DOL-GGSP-0-EUR,
"Metal Gear Solid - The Twin Snakes (Europe) (En,Fr,De,Es,It) (Disc 2)",DOL-GGSP-1-EUR,
"Metal Gear Solid - The Twin Snakes (Japan) (En,Ja) (Disc 1)",DOL-GGSJ-0-JPN,DOL-GGSJ-0-JPN(A)
"Metal Gear Solid - The Twin Snakes (Japan) (En,Ja) (Disc 2)",DOL-GGSJ-1-JPN,DOL-GGSJ-1-JPN(A)
Metal Gear Solid - The Twin Snakes (USA) (Disc 1),DOL-GGSE-0-USA,
Metal Gear Solid - The Twin Snakes (USA) (Disc 2),DOL-GGSE-1-USA,
"Metroid Prime (Europe) (En,Fr,De,Es,It)",DOL-GM8P-EUR,DOL-GM8P-EUR-01
Metroid Prime (Japan),DOL-GM8J-JPN,
Metroid Prime (Korea),DOL-GM8E-KOR,
Metroid Prime (USA),DOL-GM8E-USA,
Metroid Prime (USA) (Rev 1),DOL-GM8E-USA,
Metroid Prime (USA) (Rev 2),DOL-GM8E-USA,
Metroid Prime 2 - Dark Echoes (Japan),DOL-G2MJ-JPN,
"Metroid Prime 2 - Echoes (Europe) (En,Fr,De,Es,It)",DOL-G2MP-EUR,
Metroid Prime 2 - Echoes (USA),DOL-G2ME-USA,
Metroid Prime 2 - Echoes (USA) (Bonus Disc),DOL-P2ME-USA,
"Micro Machines (Europe) (En,Fr,De,Es,It)",DOL-GMOP-EUR,
Midway Arcade Treasures (USA),DOL-GAKE-USA,
Midway Arcade Treasures 2 (USA),DOL-GAYE-USA,
Midway Arcade Treasures 3 (USA),DOL-GE3E-USA,
Midway Arcade Treasures 3 (USA) (Beta) (2005-07-05),,
Minority Report - Everybody Runs (Europe),DOL-GMWP-UKV,
Minority Report - Everybody Runs (Germany),DOL-GMWD-NOE,
Minority Report - Everybody Runs (USA),DOL-GMWE-USA,
Minority Report - Le Futur vous Rattrape (France),DOL-GMWF-FRA,
"Mission - Impossible - Operation Surma (Europe) (En,Fr,De,Es,It)",DOL-GMIP-EUR,
Mission - Impossible - Operation Surma (Japan),DOL-GMIJ-JPN,
Mission - Impossible - Operation Surma (USA),DOL-GMIE-USA,
MLB SlugFest 2003 (USA),DOL-GSGE-USA,
MLB SlugFest 2004 (USA),DOL-GS7E-USA,
Momotarou Dentetsu 11 - Black Bombee Shutsugen! no Maki (Japan),DOL-GIIJ-JPN,
Momotarou Dentetsu 12 - Nishi Nihon-hen mo Arimasse! (Japan),DOL-GI2J-JPN,
"Monde de Narnia, Le - Chapitre 1 - Le Lion, la Sorciere Blanche et l'Armoire Magique (France)",DOL-GLVF-FRA,
Monopoly - Mezase!! Daifugou Jinsei!! (Japan) (Rev 1),DOL-GRMJ-JPN,
"Monopoly Party (Europe) (En,Fr,De,Es,It)",DOL-GMQP-EUR,
Monopoly Party (USA),DOL-GMQE-USA,
Monster 4x4 - Masters of Metal (USA),DOL-GMZE-USA,
Monster House (Europe),DOL-GK5P-UKV,
"Monster House (Europe) (En,Fr,De,Es,It)",DOL-GK5X-NOE,
"Monster House (USA) (En,Fr)",DOL-GK5E-USA,
Monster Jam - Maximum Destruction (Europe),DOL-GMJP-EUR,
Monster Jam - Maximum Destruction (USA),DOL-GMJE-USA,
"Mortal Kombat - Deadly Alliance (Europe) (En,Fr,De,Es,It)",DOL-GMKP-EUR,
"Mortal Kombat - Deadly Alliance (Germany) (En,Fr,De,Es,It)",DOL-GMKD-NOE,
Mortal Kombat - Deadly Alliance (USA),DOL-GMKE-USA,
Mortal Kombat - Deadly Alliance (USA) (Rev 1),DOL-GMKE-USA,
Mortal Kombat - Deception (USA),DOL-GQNE-USA,
Mr. Driller - Drill Land (Japan),DOL-GDPJ-JPN,
Muppets - Party Cruise (USA),DOL-GM9E-USA,
Muscle Champion - Kinniku-jima no Kessen (Japan),DOL-GCMJ-JPN,
Mutsu to Nohohon (Japan),DOL-GTMJ-JPN,
MVP Baseball 2004 (USA),DOL-GVPE-USA,
MVP Baseball 2005 (USA),DOL-GV4E-USA,
MX SuperFly (Europe),DOL-GSVP-EUR,
MX SuperFly (USA),DOL-GSVE-USA,
Mystic Heroes (Europe),DOL-GBHP-EUR,
Mystic Heroes (France),DOL-GBHF-FRA,
Mystic Heroes (Germany),DOL-GBHD-NOE,
Mystic Heroes (USA),DOL-GBHE-USA,
Namco Museum (USA),DOL-GNME-USA,
Namco Museum (USA) (Beta),,
"Namco Museum 50th Anniversary (Europe) (En,Fr,De,Es,It)",DOL-G5NP-NOE,
Namco Museum 50th Anniversary (USA),DOL-G5NE-USA,
"Naruto - Clash of Ninja - European Version (Europe) (En,Fr,De,Es,It)",DOL-GNUP-EUR,
Naruto - Clash of Ninja (USA),DOL-GNRE-USA,
Naruto - Clash of Ninja 2 (USA),DOL-GNUE-USA,
Naruto - Clash of Ninja 2 (USA) (Demo),DOL-DNUE-USA,
Naruto - Gekitou Ninja Taisen! (Japan),DOL-GNRJ-JPN,
Naruto - Gekitou Ninja Taisen! 2 (Japan),DOL-GNUJ-JPN,
Naruto - Gekitou Ninja Taisen! 2 (Japan) (Rev 1),DOL-GNUJ-JPN,
Naruto - Gekitou Ninja Taisen! 3 (Japan),DOL-G3NJ-JPN,
Naruto - Gekitou Ninja Taisen! 3 (Japan) (Rev 1),DOL-G3NJ-JPN,
Naruto - Gekitou Ninja Taisen! 4 (Japan),DOL-G4NJ-JPN,
Naruto - Gekitou Ninja Taisen! 4 (Japan) (Taikai Sen'you Disc) (Rev 1),DOL-G4NJ-JPN(A),
Naruto Collection (Japan),DOL-PNRJ-JPN,
NASCAR - Dirt to Daytona (USA),DOL-GN2E-USA,
NASCAR 2005 - Chase for the Cup (USA),DOL-GN4E-USA,
NASCAR Thunder 2003 (USA),DOL-GNCE-USA,
NBA 2K2 (USA),DOL-GBAE-USA,
NBA 2K3 (Europe),DOL-GK3P-EUR,
NBA 2K3 (USA),DOL-GK3E-USA,
NBA Courtside 2002 (Europe),DOL-GNBP-EUR,
NBA Courtside 2002 (Japan),DOL-GNBJ-JPN,
NBA Courtside 2002 (USA),DOL-GNBE-USA,
"NBA Live 06 (Europe) (En,Fr)",DOL-G6NP-EUR,DOL-G6NP-NOE
NBA Live 06 (USA),DOL-G6NE-USA,
"NBA Live 2003 (Europe) (En,Fr,De,Es,It)",DOL-GNLP-EUR,
NBA Live 2003 (France),DOL-GNLF-FRA,
NBA Live 2003 (USA),DOL-GNLE-USA,
"NBA Live 2004 (Europe) (En,Fr,De,Es,It)",DOL-GN8P-EUR,
NBA Live 2004 (USA),DOL-GN8E-USA,
"NBA Live 2005 (Europe) (En,Fr)",DOL-GLYP-EUR,DOL-GLYP-NOE
NBA Live 2005 (USA),DOL-GLYE-USA,
NBA Street (Japan),DOL-GNSJ-JPN,
NBA Street (USA),DOL-GNSE-USA,
NBA Street V3 - Mario de Dunk (Japan),DOL-G3VJ-JPN,
"NBA Street V3 (Europe) (En,Fr,De)",DOL-G3VP-EUR,DOL-G3VP-NOE
NBA Street V3 (USA),DOL-G3VE-USA,
"NBA Street Vol. 2 (Europe) (En,Fr)",DOL-GNZP-EUR,
NBA Street Vol. 2 (USA),DOL-GNZE-USA,
NCAA College Basketball 2K3 (USA),DOL-GNKE-USA,
NCAA College Football 2K3 (USA),DOL-GNAE-USA,
NCAA Football 2003 (USA),DOL-GNGE-USA,
NCAA Football 2004 (USA),DOL-GNXE-USA,
NCAA Football 2005 (USA),DOL-GCUE-USA,
Need for Speed - Carbon (Europe),DOL-GW5P-UKV,
Need for Speed - Carbon (France),DOL-GW5F-FRA,
Need for Speed - Carbon (Germany),DOL-GW5D-NOE,
Need for Speed - Carbon (USA),DOL-GW5E-USA,
"Need for Speed - Hot Pursuit 2 (Europe) (En,Fr,De)",DOL-GH2P-EUR,
Need for Speed - Hot Pursuit 2 (USA),DOL-GH2E-USA,
Need for Speed - Most Wanted (Europe),DOL-GOWP-EUR,
Need for Speed - Most Wanted (France),DOL-GOWF-FRA,
Need for Speed - Most Wanted (Germany),DOL-GOWD-NOE,
Need for Speed - Most Wanted (Japan),DOL-GOWJ-JPN,
Need for Speed - Most Wanted (USA),DOL-GOWE-USA,
Need for Speed - Underground (Europe),DOL-GNDP-UKV,
Need for Speed - Underground (France),DOL-GNDF-FRA,
Need for Speed - Underground (Germany),DOL-GNDD-NOE,
Need for Speed - Underground (Japan),DOL-GNDJ-JPN,
Need for Speed - Underground (USA),DOL-GNDE-USA,
Need for Speed - Underground 2 (Europe),DOL-GUGP-EUR,DOL-GUGP-UKV
Need for Speed - Underground 2 (France),DOL-GUGF-FRA,
Need for Speed - Underground 2 (Germany),DOL-GUGD-NOE,
Need for Speed - Underground 2 (Japan),DOL-G2NJ-JPN,
Need for Speed - Underground 2 (Latin America),DOL-GUYE-USA,
Need for Speed - Underground 2 (USA),DOL-GUGE-USA,
"Neighbours from Hell (Europe) (En,Fr,De,Es,It)",DOL-GFHP-NOE,
NFL 2K3 (Europe),DOL-GF3P-EUR,
NFL 2K3 (USA),DOL-GF3E-USA,
NFL Blitz 2002 (USA),DOL-GNFE-USA,
NFL Blitz 2003 (USA),DOL-GO3E-USA,
NFL Blitz Pro (USA),DOL-GFVE-USA,
NFL QB Club 2002 (USA),DOL-GQBE-USA,
NFL QB Club 2002 (USA) (Beta) (2001-11-12),,
NFL QB Club 2002 (USA) (Beta) (2001-11-14),,
NFL QB Club 2002 (USA) (Beta) (2001-11-29),,
NFL Street (Europe),DOL-GNNP-NOE,
NFL Street (USA),DOL-GNNE-USA,
NFL Street 2 (Europe),DOL-GN7P-UKV,
NFL Street 2 (USA),DOL-GN7E-USA,
NHK Tensai Bit-kun - Glamon Battle (Japan),DOL-GTBJ-JPN,
"NHL 06 (Europe) (En,Fr)",DOL-GN6P-EUR,DOL-GN6P-NOE
"NHL 06 (USA) (En,Fr)",DOL-GN6E-USA,
"NHL 2003 (Europe) (En,Fr,De,Sv,Fi,Cs)",DOL-GH3P-EUR,
NHL 2003 (USA),DOL-GH3E-USA,
"NHL 2004 (Europe) (En,Fr,De,Sv,Fi)",DOL-GNVP-EUR,DOL-GNVP-NOE
NHL 2004 (USA),DOL-GNVE-USA,
"NHL 2005 (Europe) (En,Fr,De)",DOL-GN5P-EUR,
"NHL 2005 (USA) (En,Fr)",DOL-GN5E-USA,
NHL 2K3 (Europe),DOL-G2KP-EUR,
NHL 2K3 (USA),DOL-G2KE-USA,
NHL Hitz 2002 (Europe) (Rev 1),DOL-GNHP-EUR,
NHL Hitz 2002 (USA),DOL-GNHE-USA,
NHL Hitz 2003 (Europe),DOL-GN3P-EUR,
NHL Hitz 2003 (USA),DOL-GN3E-USA,
NHL Hitz Pro (USA),DOL-GHZE-USA,
"Nick Jr. Dora the Explorer - Journey to the Purple Planet (Europe) (En,Fr)",DOL-GQLP-EUR,
Nick Jr. Dora the Explorer - Journey to the Purple Planet (USA),DOL-GQLE-USA,
Nick SpongeBob Schwammkopf - Die Kreatur aus der Krossen Krabbe (Germany),DOL-GQ4D-NOE,
Nickelodeon Avatar - The Last Airbender (USA),DOL-GAVE-USA,
"Nickelodeon Avatar - The Legend of Aang (Europe) (En,Fr,Nl)",DOL-GAVY-EUU,
Nickelodeon Barnyard (Europe),DOL-GYAP-UKV,
"Nickelodeon Barnyard (Europe) (Fr,Es,It,Nl)",DOL-GYAX-EUR,
Nickelodeon Barnyard (USA),DOL-GYAE-USA,
Nickelodeon Bob L'eponge - La Creature du Crabe Croustillant (France),DOL-GQ4F-FRA,
Nickelodeon Bob L'eponge - Silence on Tourne! (France),DOL-GQQF-FRA,
Nickelodeon Jimmy Neutron - Boy Genius - Attack of the Twonkies (Europe),DOL-GJYP-UKV,
Nickelodeon Jimmy Neutron - Boy Genius - Attack of the Twonkies (USA),DOL-GJYE-USA,
Nickelodeon Jimmy Neutron - Boy Genius (Europe),DOL-GJNP-EUR,
Nickelodeon Jimmy Neutron - Boy Genius (USA),DOL-GJNE-USA,
Nickelodeon Jimmy Neutron - Der mutige Erfinder (Germany),DOL-GJND-NOE,
Nickelodeon Les Razmoket - La Rancon Royale (France),DOL-GRRF-FRA,
"Nickelodeon Party Blast (Europe) (En,Fr,De,Es,It)",DOL-GNPP-EUR,
Nickelodeon Party Blast (USA),DOL-GN9E-USA,
Nickelodeon Rocket Power - Beach Bandits (Europe),DOL-GBQP-EUR,
Nickelodeon Rocket Power - Beach Bandits (USA),DOL-GBQE-USA,
Nickelodeon Rugrats - Royal Ransom (Europe),DOL-GRRP-UKV,
Nickelodeon Rugrats - Royal Ransom (USA),DOL-GRRE-USA,
Nickelodeon SpongeBob Schwammkopf - Der Film (Germany),DOL-GGVD-NOE,
Nickelodeon SpongeBob Schwammkopf - Film ab! (Germany),DOL-GQQD-NOE,
Nickelodeon SpongeBob SquarePants - Battle for Bikini Bottom (Europe),DOL-GQPP-NOE,
Nickelodeon SpongeBob SquarePants - Battle for Bikini Bottom (USA),DOL-GQPE-USA,
Nickelodeon SpongeBob SquarePants - Battle for Bikini Bottom (USA) (Beta) (2003-10-01),,
Nickelodeon SpongeBob SquarePants - Creature from the Krusty Krab (Europe),DOL-GQ4P-UKV,
Nickelodeon SpongeBob SquarePants - Creature from the Krusty Krab (USA),DOL-GQ4E-USA,
Nickelodeon SpongeBob SquarePants - Creatuur van de Krokante Krab (Netherlands),DOL-GQ4H-HOL,
"Nickelodeon SpongeBob SquarePants - Licht uit, Camera aan! (Netherlands)",DOL-GQQH-HOL,
"Nickelodeon SpongeBob SquarePants - Lights, Camera, Pants! (Europe)",DOL-GQQP-UKV,
"Nickelodeon SpongeBob SquarePants - Lights, Camera, Pants! (USA)",DOL-GQQE-USA,
Nickelodeon SpongeBob SquarePants - Revenge of the Flying Dutchman (Europe),DOL-GSQP-UKV,
Nickelodeon SpongeBob SquarePants - Revenge of the Flying Dutchman (USA),DOL-GSQE-USA,
"Nickelodeon SpongeBob SquarePants and Friends Unite! (Europe) (En,Fr,De,Nl)",DOL-GNOX-EUR,
"Nickelodeon Tak - The Great Juju Challenge (Europe) (En,De)",DOL-GJWP-EUR,
Nickelodeon Tak - The Great Juju Challenge (USA),DOL-GJWE-USA,
Nickelodeon Tak 2 - Der Stab der Traeume (Germany),DOL-G2FD-NOE,
Nickelodeon Tak 2 - Le Sceptre des Reves (France),DOL-G2FF-FRA,
Nickelodeon Tak 2 - The Staff of Dreams (Europe),DOL-G2FP-UKV,
Nickelodeon Tak 2 - The Staff of Dreams (USA),DOL-G2FE-USA,
Nickelodeon The Adventures of Jimmy Neutron - Boy Genius - Jet Fusion (Europe),DOL-GJFP-UKV,
Nickelodeon The Adventures of Jimmy Neutron - Boy Genius - Jet Fusion (USA),DOL-GJFE-USA,
Nickelodeon The SpongeBob SquarePants Movie (Europe),DOL-GGVP-UKV,
"Nickelodeon The SpongeBob SquarePants Movie (Europe) (Fr,Nl)",DOL-GGVX-FAH,
Nickelodeon The SpongeBob SquarePants Movie (USA) (Rev 1),DOL-GGVE-USA,
Nicktoons - Battle for Volcano Island (USA),DOL-GU6E-USA,
Nicktoons Unite! (USA),DOL-GNOE-USA,
"Nintendo GameCube Preview Disc - May 2003 (USA, Canada)",DOL-D87E-USA,
Nintendo GameCube Service Disc Version 1.0-03 (USA),DOL-301E-USA,
Nintendo GameCube Soft e-Catalog 2003 Enjoy Plus-ban (Japan),DOL-D55J-DIS,
Nintendo GameCube Soft e-Catalog 2003 Haru (Japan),DOL-D53J-DIS,
Nintendo Puzzle Collection (Japan),DOL-GPZJ-JPN,
"Odama (Europe) (En,Fr,De,Es,It)",DOL-GOOP-EUR,
Odama (Japan) (Rev 1),DOL-GOOJ-JPN,
Odama (USA) (Rev 1),DOL-GOOE-USA,
Ohenro-San - Hosshin no Dojo (Awa Kuni) Hen (Japan),DOL-GODJ-JPN,
One Piece - Grand Battle! 3 (Japan),DOL-GOGJ-JPN,
One Piece - Grand Battle! Rush (Japan),DOL-GOPJ-JPN,
One Piece - Pirates Carnival (Japan),DOL-GIPJ-JPN,
"Open Season (Europe) (En,Fr,De,Es,It)",DOL-GOSX-EUU,
"Open Season (Europe) (En,Fr,Es)",DOL-GOSP-EUR,
"Open Season (USA) (En,Fr,Es)",DOL-GOSE-USA,
"Outlaw Golf (Europe) (En,Fr,De)",DOL-GOFP-EUR,
Outlaw Golf (USA),DOL-GOFE-USA,
"P.N. 03 (Europe) (En,Fr,De,Es,It)",DOL-GPNP-EUR,DOL-GPNP-NOE
"P.N. 03 (Europe) (En,Fr,De,Es,It) (Demo)",DOL-DPNP-EUR,
P.N. 03 (Japan),DOL-GPNJ-JPN,
P.N. 03 (Japan) (Demo Eizou),DOL-DPNJ-DIS,
P.N. 03 (USA),DOL-GPNE-USA,
Pac-Man Fever (USA),DOL-GPME-USA,
"Pac-Man Vs. (Europe) (En,Fr,De,Es,It)",DOL-PRJP-EUR,
Pac-Man Vs. (Japan),DOL-PRJJ-JPN,
Pac-Man Vs. (Japan) (Club Nintendo Genteiban),DOL-PCPJ-JPN,
Pac-Man Vs. (USA),DOL-PRJE-USA,
"Pac-Man World 2 (Europe) (En,Fr,De,Es,It)",DOL-GP2P-EUR,
Pac-Man World 2 (USA),DOL-GP2E-USA,
"Pac-Man World 3 (Europe) (En,Fr,De,Es,It)",DOL-GP8P-NOE,
Pac-Man World 3 (USA),DOL-GP8E-USA,
Pac-Man World Rally (USA),DOL-G89E-USA,
"Paper Mario - The Thousand-Year Door (Europe) (En,Fr,De,Es,It)",DOL-G8MP-EUR,
Paper Mario - The Thousand-Year Door (USA),DOL-G8ME-USA,
Paper Mario RPG (Japan),DOL-G8MJ-JPN,
"Peter Jackson's King Kong - The Official Game of the Movie (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",DOL-GWKP-EUR,
"Peter Jackson's King Kong - The Official Game of the Movie (USA) (En,Fr,Es)",DOL-GWKE-USA,
Phantasy Star Online Episode I & II - Trial Edition (Japan) (Taikenban),DOL-DPOJ-DIS,
"Phantasy Star Online Episode I & II (Europe) (En,Ja,Fr,De,Es)",DOL-GPOP-EUR,DOL-GPOP-EUR-01
"Phantasy Star Online Episode I & II (Europe) (En,Ja,Fr,De,Es) (Beta)",,
"Phantasy Star Online Episode I & II (Japan) (En,Ja,Fr,De,Es) (Rev 2)",DOL-GPOJ-JPN,
"Phantasy Star Online Episode I & II (Japan) (En,Ja,Fr,De,Es) (Rev 3)",DOL-GPOJ-JPN,
"Phantasy Star Online Episode I & II (USA) (En,Ja,Fr,De,Es)",DOL-GPOE-USA,
"Phantasy Star Online Episode I & II (USA) (En,Ja,Fr,De,Es) (Rev 1)",DOL-GPOE-USA,
"Phantasy Star Online Episode I & II Plus (Japan) (En,Ja,Fr,De,Es) (Rev 4)",DOL-GPOJ-JPN,
"Phantasy Star Online Episode I & II Plus (Japan) (En,Ja,Fr,De,Es) (Rev 5)",DOL-GPOJ-JPN,
"Phantasy Star Online Episode I & II Plus (USA) (En,Ja,Fr,De,Es) (Rev 2)",DOL-GPOE-USA,
Phantasy Star Online Episode III - C.A.R.D. Revolution - Trial Edition (Japan) (Taikenban),DOL-DPSJ-DIS,
"Phantasy Star Online Episode III - C.A.R.D. Revolution (Europe) (En,Ja,Fr,De,Es)",DOL-GPSP-EUR,DOL-GPSP-UKV
Phantasy Star Online Episode III - C.A.R.D. Revolution (Japan),DOL-GPSJ-JPN,
"Phantasy Star Online Episode III - C.A.R.D. Revolution (USA) (En,Ja)",DOL-GPSE-USA,
Pickles (USA) (Proto 1),,
Pickles (USA) (Proto 2),,
"Pikmin (Europe) (En,Fr,De,Es,It)",DOL-GPIP-EUR,
Pikmin (Japan) (Jitsuen-you Sample),DOL-DPIJ-DIS,
Pikmin (Japan) (Rev 1),DOL-GPIJ-JPN,
Pikmin (Japan) (Rev 2),DOL-GPIJ-JPN,
Pikmin (USA),DOL-GPIE-USA,
Pikmin (USA) (Rev 1),DOL-GPIE-USA,
"Pikmin 2 (Europe) (En,Fr,De,Es,It)",DOL-GPVP-EUR,
Pikmin 2 (Japan),DOL-GPVJ-JPN,
Pikmin 2 (USA),DOL-GPVE-USA,
Pinball Hall of Fame - The Gottlieb Collection (USA),DOL-GHFE-USA,
Pitfall - The Lost Expedition (Europe),DOL-GPHP-UKV,
Pitfall - The Lost Expedition (France),DOL-GPHF-FRA,
Pitfall - The Lost Expedition (Germany),DOL-GPHD-NOE,
Pitfall - The Lost Expedition (USA),DOL-GPHE-USA,
"Pokemon Box - Ruby & Sapphire (Europe) (En,Fr,De,Es,It) (Rev 1)",DOL-GPXP-EUR,
Pokemon Box - Ruby & Sapphire (Japan),DOL-GPXJ-JPN,
Pokemon Box - Ruby & Sapphire (USA) (Rev 1),DOL-GPXE-USA,
Pokemon Channel - Bangumi Kakuchou Pack (Japan),DOL-D56J-JPN,
Pokemon Channel - Pikachu to Issho! (Japan),DOL-GPAJ-JPN,
Pokemon Channel (Australia),DOL-GPAU-AUS,
"Pokemon Channel (Europe) (En,Fr,De,Es,It)",DOL-GPAP-EUR,
Pokemon Channel (USA),DOL-GPAE-USA,
Pokemon Colosseum - Kakuchou Disc (Japan),DOL-PCKJ-JPN,
Pokemon Colosseum - Nintendo Tokusei Disc (Japan),DOL-PCSJ-JPN,
"Pokemon Colosseum (Europe) (En,Fr,De,Es,It)",DOL-GC6P-EUR,
Pokemon Colosseum (Japan),DOL-GC6J-JPN,
Pokemon Colosseum (USA),DOL-GC6E-USA,
Pokemon Colosseum (USA) (Bonus Disc),DOL-PC6E-USA,
"Pokemon XD - Gale of Darkness (Europe) (En,Fr,De,Es,It)",DOL-GXXP-EUR,
Pokemon XD - Gale of Darkness (USA),DOL-GXXE-USA,
Pokemon XD - Yami no Kaze Dark Lugia (Japan),DOL-GXXJ-JPN,
"Polar Express, The (Europe) (En,Fr,De,Es,It)",DOL-GP3P-NOE,
"Polar Express, The (USA)",DOL-GP3E-USA,
Pool Edge (Japan),DOL-GPEJ-JPN,
"Pool Paradise (Europe) (En,Fr,De,Es,It)",DOL-GPRP-EUR,
Pool Paradise (USA),DOL-GPRE-USA,
Power Link Game Enhancer Disc (Europe) (Unl),,
Power Rangers - Dino Thunder (Europe),DOL-GRUP-UKV,
Power Rangers - Dino Thunder (USA),DOL-GRUE-USA,
Power Rangers - Dino Tonnerre (France),DOL-GRUF-FRA,
"Powerpuff Girls, The - Relish Rampage - Pickled Edition (Europe) (En,Fr,De,Es)",DOL-GPQP-EUR,
"Powerpuff Girls, The - Relish Rampage - Pickled Edition (USA)",DOL-GPQE-USA,
"Prince of Persia - The Sands of Time (Europe) (En,Fr,De,Es,It)",DOL-GPTP-EUR,
"Prince of Persia - The Sands of Time (USA) (En,Fr,Es)",DOL-GPTE-USA,
"Prince of Persia - The Sands of Time (USA) (En,Fr,Es) (Rev 1)",DOL-GPTE-USA,
"Prince of Persia - The Two Thrones (Europe) (En,Fr,De,Es,It) (Rev 1)",DOL-GKMP-EUR,
"Prince of Persia - The Two Thrones (USA) (En,Fr,Es)",DOL-GKME-USA,
"Prince of Persia - Warrior Within (Europe) (En,Fr,De,Es,It,Nl)",DOL-G2OP-EUR,
"Prince of Persia - Warrior Within (USA) (En,Fr,Es)",DOL-G2OE-USA,
"Pro Rally 2002 (Europe) (En,Fr,De,Es,It)",DOL-GRLP-EUR,
"Pro Rally 2002 (Europe) (En,Fr,De,Es,It) (Rev 1)",DOL-GRLP-EUR,
"Pro Rally 2002 (USA) (En,Fr,Es)",DOL-GRLE-USA,
Pro Tennis WTA Tour (Europe),DOL-GWTP-EUR,
"Puyo Pop Fever (Europe) (En,Fr,De,Es,It)",DOL-GPUP-EUR,
"Puyo Pop Fever (USA) (En,Ja,Fr,De,Es,It)",DOL-GPUE-USA,
"Puyo Puyo Fever (Japan) (En,Ja,Fr,De,Es,It)",DOL-GPYJ-JPN,
Radirgy Generic (Japan),DOL-GLJJ-JPN,
"Rally Championship (Europe) (En,Fr,De,Es,It) (Rev 1)",DOL-GRAP-UKV,
Rally Championship (USA),DOL-GRAE-USA,
Rampage - Total Destruction (USA),DOL-GXNE-USA,
Rave Master (USA),DOL-GRVE-USA,
"Rayman 3 - Hoodlum Havoc (Europe) (En,Fr,De,Es,It)",DOL-GRHP-EUR,DOL-GRHP-EUR-01
"Rayman 3 - Hoodlum Havoc (USA) (En,Fr,De,Es,It)",DOL-GRHE-USA,
"Rayman Arena (USA) (En,Fr,Es)",DOL-GRYE-USA,
Red Faction II (Europe),DOL-GRFP-EUR,
Red Faction II (France),DOL-GRFF-FRA,
Red Faction II (Germany),DOL-GRFD-NOE,
Red Faction II (USA),DOL-GRFE-USA,
"RedCard (Europe) (En,Fr,De,Es,It)",DOL-GRDP-EUR,
RedCard 20-03 (USA),DOL-GR3E-USA,
Rei Fighter Gekitsui Senki (Japan),DOL-GZFJ-JPN,
"Reign of Fire (Europe) (En,Fr,De,Es,It)",DOL-GR9P-EUR,
Reign of Fire (USA),DOL-GR9E-USA,
"Resident Evil - Code - Veronica X (Europe) (En,Fr,De,Es,It) (Disc 1)",DOL-GCDP-0-EUR,DOL-GCDP-0-UKV
"Resident Evil - Code - Veronica X (Europe) (En,Fr,De,Es,It) (Disc 2)",DOL-GCDP-1-EUR,DOL-GCDP-1-UKV
Resident Evil - Code - Veronica X (USA) (Disc 1),DOL-GCDE-0-USA,
Resident Evil - Code - Veronica X (USA) (Disc 2),DOL-GCDE-1-USA,
"Resident Evil (Europe) (En,Fr,De,Es,It) (Disc 1)",DOL-GBIP-0-EUR,DOL-GBIP-0-NOE
"Resident Evil (Europe) (En,Fr,De,Es,It) (Disc 2)",DOL-GBIP-1-EUR,DOL-GBIP-1-NOE
Resident Evil (USA) (Disc 1),DOL-GBIE-0-USA,
Resident Evil (USA) (Disc 2),DOL-GBIE-1-USA,
"Resident Evil 2 (Europe) (En,Fr,De,Es,It)",DOL-GHAP-EUR,
Resident Evil 2 (USA),DOL-GHAE-USA,
"Resident Evil 3 - Nemesis (Europe) (En,Fr,De,Es,It)",DOL-GLEP-EUR,
Resident Evil 3 - Nemesis (USA),DOL-GLEE-USA,
"Resident Evil 4 (Australia) (En,Fr,De,Es,It) (Bonus Disc)",DOL-D4BU-AUS,
"Resident Evil 4 (Europe) (En,Fr,De,Es,It) (Bonus Disc)",DOL-D4BP-EUR,DOL-D4BP-UKV
"Resident Evil 4 (Europe) (En,Fr,De,Es,It) (Disc 1)",DOL-G4BP-0-EUR,DOL-G4BP-0-EUR-01
"Resident Evil 4 (Europe) (En,Fr,De,Es,It) (Disc 2)",DOL-G4BP-1-EUR,DOL-G4BP-1-EUR-01
"Resident Evil 4 (Germany) (En,Fr,De,Es,It) (Bonus Disc)",DOL-D4BD-NOE,
"Resident Evil 4 (Germany) (En,Fr,De,Es,It) (Disc 1)",DOL-G4BD-0-NOE,
"Resident Evil 4 (Germany) (En,Fr,De,Es,It) (Disc 2)",DOL-G4BD-1-NOE,
Resident Evil 4 (USA) (Disc 1),DOL-G4BE-0-USA,
Resident Evil 4 (USA) (Disc 2),DOL-G4BE-1-USA,
Resident Evil 4 (USA) (Preview Disc),DOL-D4BE-USA,
