Redump_title,title,localized_title,Serial
Alpine Skiing 2005 (Europe),Alpine Skiing 2005,,SLES-53362
"Alpine Skiing 2005 (Germany) (En,De)",RTL Ski Alpine 2005,,SLES-53041
"Alpine Skiing 2006 featuring Bode Miller (Germany) (En,De)",Ski Alpin 2006,,SLES-53867
Alter Echo (Europe),Alter Echo,,SLES-51670
"Alter Echo (Europe) (En,Fr,De,Es,It)",Alter Echo,,SLES-51671
Alter Echo (USA),Alter Echo,,SLUS-20465
Alter Echo (USA) (Demo),Alter Echo [Demo],,SLUS-29056
"Altered Beast (Europe) (En,Fr,De,Es,It)",Altered Beast,,SLES-53024
"Alvin and the Chipmunks (Europe) (En,Fr,De,Es,It)",Alvin and the Chipmunks,,SLES-55052
Alvin and the Chipmunks (USA),Alvin and the Chipmunks,,SLUS-21706
Amagami (Japan),アマガミ,Amagami,SLPS-25918
Amagami (Japan) (ebKore Plus),アマガミ [eb!コレ+],Amagami [ebKore+],SLPS-25987
Amagami (Japan) (ebKore Plus),アマガミ [eb!コレ+] [限定版],Amagami [ebKore+ Limited Edition],SLPS-25989
"Amagoushi no Yakata - Ichiyanagi Nagomu, Saisho no Junan (Japan)",雨格子の館 一柳和、最初の受難 The Best Price,Amekoushi no Kan [The Best Price],SLPS-25847
Amagoushi no Yakata (Japan),雨格子の館,Amagoushi no Yakata,SLPS-25702
America Oudan Ultra Quiz (Japan),アメリカ横断ウルトラクイズ,America Oudan Ultra Quiz,SLPS-25106
America Oudan Ultra Quiz (Japan),,,SLPS-25229
American Arcade (Japan),アメリカン・アーケード,American Arcade,SLPS-20011
"American Chopper (Europe, Australia)",American Chopper,,SLES-53108
American Chopper (USA),American Chopper,,SLUS-21069
American Chopper 2 - Full Throttle (Europe),American Chopper 2 - Full Throttle,,SLES-53779
American Chopper 2 - Full Throttle (USA),American Chopper 2 - Full Throttle,,SLUS-21288
American Idol (USA),American Idol,,SLUS-20816
"American Tail, An (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",An American Tail,,SLES-54626
"America's 10 Most Wanted (Europe) (En,Fr,De,Es,It)",America's 10 Most Wanted,,SLES-52367
"America's 10 Most Wanted (UK) (En,Fr,De,Es,It)",America's 10 Most Wanted,,SLES-52366
AMF Xtreme Bowling (USA),AMF Xtreme Bowling,,SLUS-21347
"AMF Xtreme Bowling 2006 (Europe) (En,Fr,De,Es,It,Nl)",AMF Xtreme Bowling 2006,,SLES-54365
Amplitude - P.O.D. (USA) (Demo),Amplitude P.O.D. [Demo],,SCUS-97869
Amplitude (Europe) (Beta) (2003-05-27),Amplitude,,SCES-51706
"Amplitude (Europe) (En,Fr,De,Es,It)",Amplitude,,SCES-51706
Amplitude (USA),Amplitude,,SCUS-97258
Amplitude (USA) (Demo),Amplitude [Demo],,SCUS-97262
"AND 1 Streetball (Europe) (En,Fr,De,Es,It)",AND 1 Streetball,,SLES-54016
"AND 1 Streetball (USA) (En,Fr,Es) (v2.00)",AND 1 Streetball,,SLUS-21237
AND 1 Streetball (USA) (v1.03),AND 1 Streetball,,SLUS-21237
Angel Profile (Japan),エンジェル・プロファイル,Angel Profile,SLPM-66709
Angel Wish - Kimi no Egao ni Chu! (Japan),AngelWish 君の笑顔にチュッ！,Angel Wish - Kimi no Egao ni Chu!,SLPM-65828
Angelic Concert (Japan),エンジェリック・コンサート,Angelic Concert,SLPM-65239
Angelique Etoile (Japan),アンジェリーク エトワール,Angelique Etoile,SLPM-65715
Angelique Etoile (Japan),アンジェリーク エトワール [KOEI The Best],Angelique Etoile [Koei Best],SLPM-66524
Angelique Etoile (Japan),アンジェリーク エトワール [コーエー定番シリーズ],Angelique Etoile [Koei Selection],SLPM-66938
Angelique Etoile (Japan) (Premium Box),アンジェリーク エトワール [プレミアムBOX],Angelique Etoile [Premium Box],SLPM-65714
Angelique Trois - Aizouban (Japan),愛蔵版 アンジェリーク トロワ [KOEI The Best],Angelique Trois - Aizouban [Koei The Best],SLPM-65044
Angelique Trois - Aizouban (Japan),愛蔵版 アンジェリーク トロワ [KOEI The Best],Angelique Trois - Aizouban [KOEI The Best],SLPM-65159
Angelique Trois - Aizouban (Japan),愛蔵版 アンジェリーク トロワ [KOEI The Best],Angelique Trois - Aizouban [Koei The Best],SLPM-65541
Angelique Trois - Aizouban (Japan),愛蔵版 アンジェリーク トロワ [コーエー定番シリーズ],Angelique Trois - Aizouban [Koei Selection],SLPM-66006
Angelique Trois - Aizouban (Japan) (Shokai Gentei Package),愛蔵版 アンジェリーク トロワ [初回限定パッケージ],Angelique Trois - Aizouban [Shokai Gentei Package],SLPM-65037
Angelique Trois (Japan),アンジェリーク トロワ,Angelique Trois,SLPM-62022
Angelique Trois (Japan) (Premium Box),アンジェリーク トロワ [プレミアムBOX],Angelique Trois [Premium Box],SLPM-62021
Angel's Feather - Kuro no Zan'ei (Japan),Angel's Feather −黒の残影−,Angel's Feather,SLPM-65943
Angel's Feather (Japan),Angel's Feather [通常版],Angel's Feather [Standard Edition],SLPM-65513
Angel's Feather (Japan) (Shokai Genteiban),Angel's Feather [限定版],Angel's Feather [Limited Edition],SLPM-65512
"Animal Soccer World (Europe) (En,Fr,De)",Animal Soccer World,,SLES-52371
"Animaniacs - The Great Edgar Hunt (Europe) (En,Fr,De,Es,It)",Animaniacs - The Great Edgar Hunt,,SLES-52729
Anime Battle - Rekka no Honoo - Flame of Recca - Final Burning (Japan),アニメバトル 烈火の炎 FINAL BURNING [初回生産限定仕様],Anime Battle - Rekka no Honoo - Flame of Recca - Final Burning [Limited Edition],SLPM-65604
Anime Battle - Rekka no Honoo - Flame of Recca - Final Burning (Japan),アニメバトル 烈火の炎 FINAL BURNING [コナミ殿堂セレクション],Flame of Recca - Final Burning [Konami Dendou Selection],SLPM-66155
"Anime Eikaiwa - 15 Shounen Hyouryuuki - Hitomi no Naka no Shounen (Japan) (En,Ja)",アニメ英会話 十五少年漂流記 瞳の中の少年,Anime Eikaiwa - 15 Shounen Hyouryuuki - Hitomi no Naka no Shounen,SLPM-65027
"Anime Eikaiwa - Tondemo Nezumi Daikatsuyaku (Japan) (En,Ja)",アニメ英会話 トンデモネズミ大冒険,Anime Eikaiwa - Tondemo Nezumi Daikatsuyaku,SLPM-65029
"Anime Eikaiwa - Tottoi (Japan) (En,Ja)",アニメ英会話 トトイ,Anime Eikaiwa - Tottoi,SLPM-65028
"Anime Super Remix, The - Ashita no Joe 2 (Japan)",ジ・アニメスーパーリミックス あしたのジョー2,"Anime Super Remix, The - Ashita no Joe 2",SLPM-65143
"Anime Super Remix, The - Kyojin no Hoshi (Japan)",ジ・アニメスーパーリミックス 巨人の星,"Anime Super Remix, The - Kyojin no Hoshi",SLPM-65142
Another Century's Episode (Japan),Another Century's Episode,Another Century's Episode,SLPS-25394
Another Century's Episode (Japan),Another Century's Episode [PlayStation2 the Best],Another Century's Episode [PlayStation2 the Best],SLPS-73227
Another Century's Episode 2 - Special Vocal Version (Japan),Another Century's Episode 2 Special Vocal Version,Another Century's Episode 2 [Special Vocal Version],SLPS-25829
Another Century's Episode 2 (Japan),Another Century's Episode 2,Another Century's Episode 2,SLPS-25623
Another Century's Episode 3 - The Final (Japan),Another Century's Episode 3 THE FINAL,Another Century's Episode 3 - The Final,SLPS-25784
"Ant Bully, The (Europe) (En,Fr)",The Ant Bully,,SLES-54178
"Ant Bully, The (Europe) (En,Fr,De,Es,It)",The Ant Bully,,SLES-54152
"Antz Extreme Racing (Europe) (En,Fr,De,Es,It)",Antz Extreme Racing,,SLES-50964
Antz Extreme Racing (USA),Antz Extreme Racing,,SLUS-20392
Anubis - Zone of the Enders - Special Edition (Japan),ANUBIS ZONE OF THE ENDERS -SPECIAL EDITION- [通常版],Anubis - Zone of the Enders Special Edition [Standard Edition],SLPM-65500
Anubis - Zone of the Enders - Special Edition (Japan),ANUBIS ZONE OF THE ENDERS -SPECIAL EDITION- [コナミ殿堂セレクション],Anubis - Zone of the Enders Special Edition [KONAMI Dendou Selection],SLPM-65991
Anubis - Zone of the Enders - Special Edition (Japan) (Shokai Genteiban),ANUBIS ZONE OF THE ENDERS -SPECIAL EDITION- [限定版],Anubis - Zone of the Enders Special Edition [Limited Edition],SLPM-65361
Anubis - Zone of the Enders (Japan),ANUBIS ZONE OF THE ENDERS,Anubis - Zone of the Enders,SLPM-65236
Anubis - Zone of the Enders (Japan) (Taikenban 1),ANUBIS ZONE OF THE ENDERS [体験版],Anubis - Zone of the Enders [Trial],SLPM-61035
Anubis - Zone of the Enders (Japan) (Taikenban 2),Visual Works of ANUBIS [体験版],Visual Works of Anubis [Trial],SLPM-60200
Anubis II (Europe),Anubis II,,SLES-53571
Ao no mama de... (Japan),蒼のままで・・・・・・,Ao no Mamade,SLPM-65736
Ao no mama de... (Japan) (Treasure Box),蒼のままで・・・・・・ [限定版],Ao no Mamade [Treasure Box],SLPM-65735
Aoi Shiro (Japan),アオイシロ [通常版],Aoishiro [Standard Edition],SLPM-66959
Aoi Shiro (Japan) (Genteiban),アオイシロ [初回限定版],Aoi Shiro [First Limited Edition],SLPM-66958
Aoi Sora no Neosphere - Nanoca Flanka Hatsumei Koubouki 2 (Japan),蒼い空のネオスフィア ～ナノカ・フランカ発明工房記2～ [通常版],Aoi Sora no Neosphere - Nanoca Flanka Hatsumei Koubouki 2 [Standard Edition],SLPS-25749
Aoi Sora no Neosphere - Nanoca Flanka Hatsumei Koubouki 2 (Japan) (Shokai Genteiban),蒼い空のネオスフィア ～ナノカ・フランカ発明工房記2～ [初回限定版],Aoi Sora no Neosphere - Nanoca Flanka Hatsumei Koubouki 2 [First Limited Edition],SLPS-25748
Aoi Umi no Tristia - Nanoca Flanka Hatsumei Koubouki (Japan),蒼い海のトリスティア ～ナノカ・フランカ発明工房記～,Aoi Umi no Tristia - Nanoca Flanka Hatsumei Koubouki,SLPS-25514
Aoi Umi no Tristia - Nanoca Flanka Hatsumei Koubouki (Japan),蒼い海のトリスティア ～ナノカ・フランカ発明工房記～ The Best Price,Aoi no Tristia [The Best Price],SLPS-25700
Aoi Umi no Tristia - Nanoca Flanka Hatsumei Koubouki (Japan) (Shokai Genteiban),蒼い海のトリスティア ～ナノカ・フランカ発明工房記～ [初回限定版],Aoi Umi no Tristia - Nanoca Flanka Hatsumei Koubouki [First Limited Edition],SLPS-25513
Ape Escape - Pumped & Primed (China),比波猴百斗派对,Ape Escape - Pumped & Primed,SCCS-40016
Ape Escape - Pumped & Primed (USA),Ape Escape - Pumped & Primed,,SLUS-21096
Ape Escape 2 (China),捉猴啦 2,Ape Escape 2,SCCS-40001
Ape Escape 2 (Europe),Ape Escape 2,,SCES-50885
Ape Escape 2 (Europe) (Demo),Ape Escape 2 [Demo],,SCED-51366
Ape Escape 2 (France),Ape Escape 2,,SCES-51102
Ape Escape 2 (France) (Beta) (2002-10-28),Ape Escape 2,,SCES-51102
Ape Escape 2 (Germany),Ape Escape 2,,SCES-51104
Ape Escape 2 (Italy),Ape Escape 2,,SCES-51103
Ape Escape 2 (Spain),Ape Escape 2,,SCES-51105
Ape Escape 2 (USA),Ape Escape 2,,SLUS-20685
"Ape Escape 3 (Europe) (En,Fr,De,Es,It)",Ape Escape 3,,SCES-53642
"Ape Escape 3 (Europe) (En,Fr,De,Es,It) (Beta) (2006-02-21)",Ape Escape 3,,SCES-53642
Ape Escape 3 (USA),Ape Escape 3,,SCUS-97501
Ape Escape 3 (USA) (Demo),Ape Escape 3 [Demo],,SCUS-97548
Apocripha-0 (Japan),Apocripha/0 [通常版],Apocripha-0 [Standard Edition],SLPM-65710
Appleseed EX (Japan),APPLESEED EX,Appleseed EX,SLPM-66551
"Aqua Aqua - Wetrix 2 (Europe) (En,Fr,De,Es,It)",Aqua Aqua - Wetrix 2,,SLES-50053
Aqua Aqua (USA),Aqua Aqua,,SLUS-20162
Aqua Kids (Japan),アクアキッズ,Aqua Kids,SLPM-65670
Aqua Kids (Korea),Aqua Kids,,SLKA-25161
Aqua Teen Hunger Force - Zombie Ninja Pro-Am (Europe),Aqua Teen Hunger Force - Zombie Ninja Pro-Am,,SLES-54788
Aqua Teen Hunger Force - Zombie Ninja Pro-Am (USA),Aqua Teen Hunger Force - Zombie Ninja Pro-Am,,SLUS-21633
Aquaqua (Japan),アクアクア -AQUAQUA-,Aquaqua,SLPS-20027
Ar tonelico - Melody of Elemia (Europe),Ar tonelico - Melody of Elemia,,SLES-54586
Ar tonelico - Melody of Elemia (USA),Ar tonelico - Melody of Elemia,,SLUS-21445
Ar tonelico - Sekai no Owari de Utai Tsuzukeru Shoujo (Japan),アルトネリコ 世界の終わりで詩い続ける少女,Ar tonelico - Sekai no Owari de Utai Tsuzukeru Shoujo,SLPS-25604
Ar tonelico - Sekai no Owari de Utai Tsuzukeru Shoujo (Japan) (PlayStation 2 the Best),アルトネリコ 世界の終わりで詩い続ける少女 [PlayStation2 the Best],Ar tonelico - Sekai no Owari de Utai Tsuzukeru Shoujo [PlayStation2 the Best],SLPS-73249
Ar tonelico II - Melody of Metafalica (Europe),Ar tonelico II - Melody of Metafalica,,SLES-55444
Ar tonelico II - Sekai ni Hibiku Shoujo-tachi no Metafalica (Japan),アルトネリコ2 世界に響く少女たちの創造詩,Ar tonelico II - Sekai ni Hibiku Shoujo-Tachi no Souzoushi,SLPS-25819
Ar tonelico II - Sekai ni Hibiku Shoujo-tachi no Metafalica (Japan) (PlayStation 2 the Best),アルトネリコ2 世界に響く少女たちの創造詩 [PlayStation2 the Best],Ar tonelico II - Sekai ni Hibiku Shoujo-Tachi no Metafalica [PlayStation2 the Best],SLPS-73263
Arabians Lost - The Engagement on Desert (Japan),アラビアンズ・ロスト ～The engagement on desert～,Arabians Lost - The Engagement on Desert,SLPM-66847
Arangjeon - Breakblow (Korea),Arangjeon - Breakblow,,SLKA-25371
"Arc - Twilight of the Spirits (Europe) (En,Fr,De,Es,It)",Arc - Twilight of the Spirits,,SCES-51910
"Arc - Twilight of the Spirits (Europe) (En,Fr,De,Es,It) (Beta) (2003-11-18)",Arc - Twilight of the Spirits,,SCES-51910
Arc the Lad - End of Darkness (USA),Arc the Lad - End of Darkness,,SLUS-21165
"Arc the Lad - Generation (Japan, Asia)",Arc the Lad - Generation,,SCAJ-20108
"Arc the Lad - Generation (Japan, Asia)",アークザラッド ジェネレーション,Arc the Lad - Generation,SCPS-15058
Arc the Lad - Jeongryeongui Hwanghon - Premiere Disc (Korea),Arc the Lad - Jeongryeongui Hwanghon - Premiere Disc,,SCKA-90011
Arc the Lad - Jeongryeongui Hwanghon (Korea),Arc the Lad - Jeongryeongui Hwanghon,,SCKA-20012
Arc the Lad - Jing Ling Zhi Huang Hun (Asia),Arc the Lad - Jing Ling Zhi Huang Hun,,SCAJ-20038
Arc the Lad - Seirei no Tasogare - Premiere Disc (Japan) (Demo),アークザラッド 精霊の黄昏 Premiere Disc [店頭用体験版],Arc the Lad - Seirei no Tasogare - Premiere Disc [ShopDemo],PAPX-90230
Arc the Lad - Seirei no Tasogare (China),亚克传承 精灵之黄昏,Arc the Lad - Seirei no Tasogare,SCCS-40007
Arc the Lad - Seirei no Tasogare (Japan) (Premium Box),アークザラッド 精霊の黄昏 [プレミアムBOX],Arc the Lad - Twilight of the Spirits [Limited Edition],SCPS-15040
"Arc the Lad - Seirei no Tasogare (Japan, Asia)",アークザラッド 精霊の黄昏,Arc the Lad - Twilight of the Spirits,SCAJ-20019
"Arc the Lad - Seirei no Tasogare (Japan, Asia)",アークザラッド 精霊の黄昏,Arc the Lad - Twilight of the Spirits,SCPS-15041
Arc the Lad - Twilight of the Spirits (USA),Arc the Lad - Twilight of the Spirits,,SCUS-97231
Arc the Lad - Twilight of the Spirits (USA) (Demo),Arc the Lad - Twilight of the Spirits [Demo],,SCUS-97282
Arcade Action - 30 Games (Europe),Arcade Action - 30 Games,,SLES-52949
Arcade Classics Volume 1 (Europe),Arcade Classics Volume 1,,SLES-52902
"Arcade USA (Europe, Australia)",Arcade USA,,SLES-53446
"Arcade, The (Europe) (En,Fr,De,Es,It,Nl)",The Arcade,,SLES-52778
Arcana Heart (Japan),アルカナハート [AQ THE BEST],Arcana Heart [AQ THE BEST],SLPM-55106
Arcana Heart (Japan),アルカナハート,Arcana Heart,SLPM-66850
Arcana Heart (USA),Arcana Heart,,SLUS-21720
Arcobaleno! (Japan),アルコバレーノ！ [限定版],Arcobaleno! [Limited Edition],SLPM-55168
Arcobaleno! (Japan),アルコバレーノ！ [通常版],Arcobaleno! [Standard Edition],SLPM-55169
"Arctic Thunder (Europe) (En,Fr,De)",Arctic Thunder,,SLES-50274
Arctic Thunder (USA),Arctic Thunder,,SLUS-20217
Arctic Thunder (USA) (Demo),Arctic Thunder [Demo],,SLUS-29007
Are You Smarter than a 5th Grader Make the Grade (USA),Are You Smarter than a 5th Grader? Make the Grade,,SLUS-21755
Area 51 (Europe) (Demo),Area 51,,SLED-53440
"Area 51 (Europe) (En,Fr,De,Es,It) (v1.02)",Area 51,,SLES-52570
"Area 51 (Europe) (En,Fr,De,Es,It) (v2.00)",Area 51,,SLES-52570
"Area 51 (Germany) (En,Fr,De,Es,It)",Area 51,,SLES-53075
Area 51 (Japan),AREA-51,Area 51,SLPM-66468
Area 51 (USA),Area 51,,SLUS-20595
Arena Football (USA),Arena Football,,SLUS-21337
Argus no Senshi (Japan) (Taikenban),アルゴスの戦士 [体験版],Argus no Senshi [Trial],SLPM-61036
Argus Zhanshi (Asia),Warrior of Argus,,SCAJ-20016
Argus-ui Jeonsa (Korea),Argus-ui Jeonsa,,SCKA-20006
Aria - The Natural - Tooi Yume no Mirage (Japan),ARIA The NATURAL ～遠い記憶のミラージュ～,Aria - The Natural - Tooi Yume no Mirage,SLPM-66536
Aria - The Natural - Tooi Yume no Mirage (Japan),ARIA the NATURAL ～遠い記憶のミラージュ～ [アルケベスト],Aria - The Natural - Tooi Yume no Mirage [Alchemist Best Collection],SLPM-66967
Aria - The Origination - Aoi Hoshi no El Cielo (Japan),ARIA The ORIGINATION ～蒼い惑星のエルシエロ～,Aria - The Origination - Aoi Hoshi no El Cielo,SLPM-55014
Armen Noir (Japan),アーメン・ノワール,Armen Noir,SLPM-55282
Armored Core - Formula Front (Japan),アーマード・コア フォーミュラフロント,Armored Core - Formula Front,SLPS-25461
Armored Core - Formula Front (Korea),Armored Core - Formula Front,,SLKA-25270
Armored Core - Last Raven (Europe),Armored Core - Last Raven,,SLES-53820
Armored Core - Last Raven (Japan),アーマード・コア ラストレイヴン,Armored Core - Last Raven,SLPS-25462
Armored Core - Last Raven (Japan),アーマード・コア ラストレイブン [PlayStation2 the Best],Armored Core - Last Raven [PlayStation2 the Best],SLPS-73247
Armored Core - Last Raven (Japan) (Champion Tokubetsu-ban),アーマード・コア ラストレイヴン [チャンピオン特別版],Armored Core - Last Raven [Champion Special Edition],SLPM-68520
Armored Core - Last Raven (Japan) (Famitsuu Gentei Taikenban),アーマード・コア ラストレイヴン [ファミ通限定体験版],Armored Core - Last Raven [Famitsu Limited Trial],SLPM-61118
Armored Core - Last Raven (Japan) (Machine Side Box),アーマード・コア ラストレイブン [MACHINE SIDE BOX],Armored Core - Last Raven [Machine Side Box],SLPS-25730
Armored Core - Last Raven (Japan) (Taikenban),アーマード・コア ラストレイヴン [体験版],Armored Core - Last Raven [Trial],SLPM-61119
Armored Core - Last Raven (USA),Armored Core - Last Raven,,SLUS-21338
Armored Core - Nexus (Europe) (Disc 1) (Evolution),Armored Core - Nexus [Disc 1],,SLES-82036
Armored Core - Nexus (Europe) (Disc 2) (Revolution),Armored Core - Nexus [Disc 2],,SLES-82037
Armored Core - Nexus (Japan) (Disc 1) (Evolution),アーマード・コア ネクサス [DISC 1],Armored Core - Nexus [Disc 1],SLPS-25338
Armored Core - Nexus (Japan) (Disc 2) (Revolution),アーマード・コア ネクサス [DISC 2],Armored Core - Nexus [Disc 2],SLPS-25339
Armored Core - Nexus (USA) (Disc 1) (Evolution),Armored Core - Nexus [Disc 1],,SLUS-20986
Armored Core - Nexus (USA) (Disc 2) (Revolution),Armored Core - Nexus [Disc 2],,SLUS-21079
Armored Core - Nine Breaker (Europe),Armored Core - Nine Breaker,,SLES-53819
Armored Core - Nine Breaker (Japan),アーマード・コア ナインブレイカー,Armored Core - Nine Breaker,SLPS-25408
Armored Core - Nine Breaker (Korea),Armored Core - Nine Breaker,,SCKA-20047
Armored Core - Nine Breaker (USA),Armored Core - Nine Breaker,,SLUS-21200
Armored Core 2 - Another Age (Asia),アーマード・コア 2 アナザーエイジ,Armored Core 2 - Another Age,SCPS-55024
Armored Core 2 - Another Age (China),机战佣兵2,Armored Core 2 - Another Age,SCCS-40011
Armored Core 2 - Another Age (Europe),Armored Core 2 - Another Age,,SLES-50905
Armored Core 2 - Another Age (Japan),アーマード・コア 2 アナザーエイジ,Armored Core 2 - Another Age,SLPS-25040
Armored Core 2 - Another Age (Japan),アーマード・コア 2 アナザーエイジ [PlayStation2 the Best],Armored Core 2 - Another Age [PlayStation2 the Best],SLPS-73411
Armored Core 2 - Another Age (USA),Armored Core 2 - Another Age,,SLUS-20249
Armored Core 2 (Europe),Armored Core 2,,SLES-50079
Armored Core 2 (Europe) (Beta) (2000-11-13),Armored Core 2,,SLES-50079
Armored Core 2 (Japan),アーマード・コア 2,Armored Core 2,SLPS-25007
Armored Core 2 (Japan),アーマード・コア 2 [MACHINE SIDE BOX],Armored Core 2 [MACHINE SIDE BOX],SLPS-25731
Armored Core 2 (USA),Armored Core 2,,SLUS-20014
Armored Core 3 - Silent Line (Japan),アーマード・コア 3 サイレントライン,Armored Core 3 - Silent Line,SLPS-25169
Armored Core 3 - Silent Line (Japan),アーマード・コア 3 サイレントライン [PlayStation2 the Best],Armored Core 3 - Silent Line [PlayStation2 the Best],SLPS-73420
Armored Core 3 - Silent Line (Korea),Armored Core 3 - Silent Line,,SLKA-25041
